network_id,station_id,mechanism,gap_length,n_seasons,n_placements,observed_recovery_loss,predicted_loss,support
chmi_labe,0-203-1-004200,donor_sync,180,20,20,3.8807972559343327,4.091556865434635,station_gap_season
chmi_labe,0-203-1-004200,forcing_outage,7,20,20,0.4367069480816522,0.6660521191126071,station_gap_season
chmi_labe,0-203-1-004200,forcing_outage,30,20,20,0.7108428225768246,0.9694394697472614,station_gap_season
chmi_labe,0-203-1-004200,forcing_outage,90,20,20,1.2932591780859028,1.571773608308077,station_gap_season
chmi_labe,0-203-1-004200,forcing_outage,180,20,20,2.9449678412463105,3.186530436942594,station_gap_season
chmi_labe,0-203-1-004200,online,7,20,20,0.5801019226369404,0.7692717012682933,station_gap_season
chmi_labe,0-203-1-004200,online,30,20,20,1.3374045466766726,1.3405651167165746,station_gap_season
chmi_labe,0-203-1-004200,online,90,20,20,2.5719373417484976,3.026879376604623,station_gap_season
chmi_labe,0-203-1-004200,online,180,20,20,4.631787406542828,4.890101640450967,station_gap_season
chmi_labe,0-203-1-042000,uniform_block,7,20,20,0.732122807488555,0.7271727222649769,station_gap_season
chmi_labe,0-203-1-042000,uniform_block,30,20,20,1.1704571310768555,1.2698249712384908,station_gap_season
chmi_labe,0-203-1-042000,uniform_block,90,20,20,1.6895805449580634,1.9364066113339622,station_gap_season
chmi_labe,0-203-1-042000,uniform_block,180,20,20,4.004328039396843,3.8535639607979695,station_gap_season
chmi_labe,0-203-1-042000,multi_block,7,20,20,0.5141134378405801,0.532929381934802,station_gap_season
chmi_labe,0-203-1-042000,multi_block,30,20,20,0.7436576605655846,0.8583177175779813,station_gap_season
chmi_labe,0-203-1-042000,multi_block,90,20,20,1.146123394305921,1.2051762684249072,station_gap_season
chmi_labe,0-203-1-042000,multi_block,180,20,20,1.334853316058008,1.4487180631269403,station_gap_season
chmi_labe,0-203-1-042000,summer_biased,7,20,20,0.6048270815894716,0.7607458150954473,station_gap_season
chmi_labe,0-203-1-042000,summer_biased,30,20,20,1.5834373764461938,1.3987775427500406,station_gap_season
chmi_labe,0-203-1-042000,summer_biased,90,20,20,2.045193110839798,1.9331008560716014,station_gap_season
chmi_labe,0-203-1-042000,summer_biased,180,20,20,2.722031691265108,2.6024726683599635,station_gap_season
chmi_labe,0-203-1-042000,high_temp_biased,7,20,20,0.631569096701486,0.7318605115073069,station_gap_season
chmi_labe,0-203-1-042000,high_temp_biased,30,20,20,1.5186795439190335,1.6189955934398754,station_gap_season
chmi_labe,0-203-1-042000,high_temp_biased,90,20,20,2.585257979385326,3.0692492687986435,station_gap_season
chmi_labe,0-203-1-042000,high_temp_biased,180,20,20,6.207094610975663,6.656152449056949,station_gap_season
chmi_labe,0-203-1-042000,donor_sync,7,20,20,1.3460595767838612,1.2121517456792337,station_gap_season
chmi_labe,0-203-1-042000,donor_sync,30,20,20,1.5396817731830117,1.619086058667087,station_gap_season
chmi_labe,0-203-1-042000,donor_sync,90,20,20,2.1009410101535435,2.400066016880996,station_gap_season
chmi_labe,0-203-1-042000,donor_sync,180,20,20,4.397961788374856,4.294935695814727,station_gap_season
chmi_labe,0-203-1-042000,forcing_outage,7,20,20,0.7384469140001705,0.7318002227082083,station_gap_season
chmi_labe,0-203-1-042000,forcing_outage,30,20,20,1.190209456836849,1.2671763336225186,station_gap_season
chmi_labe,0-203-1-042000,forcing_outage,90,20,20,1.6841470435334505,1.9145341896245873,station_gap_season
chmi_labe,0-203-1-042000,forcing_outage,180,20,20,3.964907571004647,3.787176456165466,station_gap_season
chmi_labe,0-203-1-042000,online,7,20,20,1.0441806766532715,1.0450909296038546,station_gap_season
chmi_labe,0-203-1-042000,online,30,20,20,2.093035978094806,1.9407529402374764,station_gap_season
chmi_labe,0-203-1-042000,online,90,20,20,3.935442811099044,3.9736193888058686,station_gap_season
chmi_labe,0-203-1-042000,online,180,20,20,6.833450886438799,6.278533973486626,station_gap_season
chmi_labe,0-203-1-104400,uniform_block,7,20,20,0.3666768500423546,0.36184818831193033,station_gap_season
chmi_labe,0-203-1-104400,uniform_block,30,20,20,0.875958898566186,0.8419591287777395,station_gap_season
chmi_labe,0-203-1-104400,uniform_block,90,20,20,1.581260835669934,1.5916812601814276,station_gap_season
chmi_labe,0-203-1-104400,uniform_block,180,20,20,3.8977410234646164,3.56302903859737,station_gap_season
chmi_labe,0-203-1-104400,multi_block,7,20,20,0.22458147706360151,0.26342791411466865,station_gap_season
chmi_labe,0-203-1-104400,multi_block,30,20,20,0.4037922784222495,0.44194788480893166,station_gap_season
chmi_labe,0-203-1-104400,multi_block,90,20,20,0.8196959691905474,0.7276077264999687,station_gap_season
chmi_labe,0-203-1-104400,multi_block,180,20,20,1.0874960429769365,1.0203475895439182,station_gap_season
chmi_labe,0-203-1-104400,summer_biased,7,20,20,0.44119817340184725,0.4077698456294952,station_gap_season
chmi_labe,0-203-1-104400,summer_biased,30,20,20,1.1698872051273592,0.9674799960081367,station_gap_season
chmi_labe,0-203-1-104400,summer_biased,90,20,20,1.9221579814228815,1.7720397003052681,station_gap_season
chmi_labe,0-203-1-104400,summer_biased,180,20,20,2.7719257599522185,2.36162850167151,station_gap_season
chmi_labe,0-203-1-104400,high_temp_biased,7,20,20,0.5559625480849597,0.5218733275731405,station_gap_season
chmi_labe,0-203-1-104400,high_temp_biased,30,20,20,0.9326664469216779,1.092841479523193,station_gap_season
chmi_labe,0-203-1-104400,high_temp_biased,90,20,20,2.075778067745175,2.1816517733251777,station_gap_season
chmi_labe,0-203-1-104400,high_temp_biased,180,20,20,4.910416514270087,4.84104661713765,station_gap_season
chmi_labe,0-203-1-104400,donor_sync,7,20,20,1.2481910244740262,1.49530894374564,station_gap_season
chmi_labe,0-203-1-104400,donor_sync,30,20,20,1.5526523800571745,1.7330443733554985,station_gap_season
chmi_labe,0-203-1-104400,donor_sync,90,20,20,2.1724108354313794,2.394529759024686,station_gap_season
chmi_labe,0-203-1-104400,donor_sync,180,20,20,4.316547250527123,4.065144549414457,station_gap_season
chmi_labe,0-203-1-104400,forcing_outage,7,20,20,0.38120779766704566,0.37775276564570615,station_gap_season
chmi_labe,0-203-1-104400,forcing_outage,30,20,20,0.8787010995103449,0.8529041682735847,station_gap_season
chmi_labe,0-203-1-104400,forcing_outage,90,20,20,1.5778336705157732,1.5952182974746674,station_gap_season
chmi_labe,0-203-1-104400,forcing_outage,180,20,20,3.862115310356743,3.5164185397695484,station_gap_season
chmi_labe,0-203-1-104400,online,7,20,20,0.7038849640154577,0.6474689491873972,station_gap_season
chmi_labe,0-203-1-104400,online,30,20,20,1.8573188346369804,1.7290780815470264,station_gap_season
chmi_labe,0-203-1-104400,online,90,20,20,3.9579617396765756,4.161017033064839,station_gap_season
chmi_labe,0-203-1-104400,online,180,20,20,6.874007217981959,6.548254167886595,station_gap_season
chmi_labe,0-203-1-204000,uniform_block,7,20,20,0.2976914335054065,0.32303336425825224,station_gap_season
chmi_labe,0-203-1-204000,uniform_block,30,20,20,0.8893190054756417,0.7941947029638537,station_gap_season
chmi_labe,0-203-1-204000,uniform_block,90,20,20,1.4010973868125214,1.4653994573853422,station_gap_season
chmi_labe,0-203-1-204000,uniform_block,180,20,20,3.695424167893917,3.4888499865652776,station_gap_season
chmi_labe,0-203-1-204000,multi_block,7,20,20,0.2432512091006635,0.23120550917657146,station_gap_season
chmi_labe,0-203-1-204000,multi_block,30,20,20,0.4299803354816456,0.4091469666140567,station_gap_season
chmi_labe,0-203-1-204000,multi_block,90,20,20,0.8064645943689668,0.7177100671858849,station_gap_season
chmi_labe,0-203-1-204000,multi_block,180,20,20,1.049301783272075,0.9647779148669198,station_gap_season
chmi_labe,0-203-1-204000,summer_biased,7,20,20,0.30853320793813166,0.374421826023687,station_gap_season
chmi_labe,0-203-1-204000,summer_biased,30,20,20,1.152666461018858,0.8694257895948321,station_gap_season
chmi_labe,0-203-1-204000,summer_biased,90,20,20,1.7995541324216795,1.5945359038177807,station_gap_season
chmi_labe,0-203-1-204000,summer_biased,180,20,20,2.4132199691610356,2.10450892508235,station_gap_season
chmi_labe,0-203-1-204000,high_temp_biased,7,20,20,0.35826781499953503,0.33608665525123277,station_gap_season
chmi_labe,0-203-1-204000,high_temp_biased,30,20,20,0.9794107235096121,1.1067072156350841,station_gap_season
chmi_labe,0-203-1-204000,high_temp_biased,90,20,20,1.7433206549991127,1.9724219619106342,station_gap_season
chmi_labe,0-203-1-204000,high_temp_biased,180,20,20,4.577816642733285,5.003866926019893,station_gap_season
chmi_labe,0-203-1-204000,donor_sync,7,20,20,1.0658010359415935,1.2245007737534717,station_gap_season
chmi_labe,0-203-1-204000,donor_sync,30,20,20,1.3320538928007342,1.5298282146550104,station_gap_season
chmi_labe,0-203-1-204000,donor_sync,90,20,20,1.9551843570276055,2.2310826855999784,station_gap_season
chmi_labe,0-203-1-204000,donor_sync,180,20,20,4.2440686445445905,4.102527905918204,station_gap_season
chmi_labe,0-203-1-204000,forcing_outage,7,20,20,0.2951944696714008,0.320032408753489,station_gap_season
chmi_labe,0-203-1-204000,forcing_outage,30,20,20,0.8841493009280068,0.7845810858770019,station_gap_season
chmi_labe,0-203-1-204000,forcing_outage,90,20,20,1.3809354227359845,1.438062811805489,station_gap_season
chmi_labe,0-203-1-204000,forcing_outage,180,20,20,3.634993645474128,3.395231757176115,station_gap_season
chmi_labe,0-203-1-204000,online,7,20,20,0.6815477398652883,0.5130402449684845,station_gap_season
chmi_labe,0-203-1-204000,online,30,20,20,1.6234034179709371,1.3841792491811833,station_gap_season
chmi_labe,0-203-1-204000,online,90,20,20,3.229998510348422,3.3738518704577247,station_gap_season
chmi_labe,0-203-1-204000,online,180,20,20,5.841625334960091,5.513063780934629,station_gap_season
chmi_labe,0-203-1-240000,uniform_block,7,20,20,0.5685886801277739,0.47185000884783895,station_gap_season
chmi_labe,0-203-1-240000,uniform_block,30,20,20,0.9571844721616761,0.9086327370416839,station_gap_season
chmi_labe,0-203-1-240000,uniform_block,90,20,20,1.4130488393930178,1.4202550850462843,station_gap_season
chmi_labe,0-203-1-240000,uniform_block,180,20,20,3.529656477796825,3.111318201770559,station_gap_season
chmi_labe,0-203-1-240000,multi_block,7,20,20,0.40548020213350233,0.34077189246784145,station_gap_season
chmi_labe,0-203-1-240000,multi_block,30,20,20,0.6262129336890505,0.5381518944556329,station_gap_season
chmi_labe,0-203-1-240000,multi_block,90,20,20,0.9333226058435402,0.8153903123167687,station_gap_season
chmi_labe,0-203-1-240000,multi_block,180,20,20,1.1406394750826954,1.0216832584296256,station_gap_season
chmi_labe,0-203-1-240000,summer_biased,7,20,20,0.5661752128601076,0.4968408996339832,station_gap_season
chmi_labe,0-203-1-240000,summer_biased,30,20,20,1.2506192404567336,0.9845829356201135,station_gap_season
chmi_labe,0-203-1-240000,summer_biased,90,20,20,1.5866809707879224,1.6433441426224753,station_gap_season
chmi_labe,0-203-1-240000,summer_biased,180,20,20,2.304010747534267,1.7859577026341118,station_gap_season
chmi_labe,0-203-1-240000,high_temp_biased,7,20,20,0.4760047891404894,0.5211749672845778,station_gap_season
chmi_labe,0-203-1-240000,high_temp_biased,30,20,20,1.0853550510897922,1.0016888313909589,station_gap_season
chmi_labe,0-203-1-240000,high_temp_biased,90,20,20,2.05019671940458,2.080985270398851,station_gap_season
chmi_labe,0-203-1-240000,high_temp_biased,180,20,20,4.567452504764801,4.527390219693024,station_gap_season
chmi_labe,0-203-1-240000,donor_sync,7,20,20,2.06942390035494,1.9452891667709888,station_gap_season
chmi_labe,0-203-1-240000,donor_sync,30,20,20,2.412820113936469,2.0515395763033073,station_gap_season
chmi_labe,0-203-1-240000,donor_sync,90,20,20,2.5123821143433314,2.440166162107577,station_gap_season
chmi_labe,0-203-1-240000,donor_sync,180,20,20,4.265816487970742,3.8206092959754963,station_gap_season
chmi_labe,0-203-1-240000,forcing_outage,7,20,20,0.5765283627779614,0.5308045638813053,station_gap_season
chmi_labe,0-203-1-240000,forcing_outage,30,20,20,0.9977206459821716,0.9157604784387899,station_gap_season
chmi_labe,0-203-1-240000,forcing_outage,90,20,20,1.3549129689274921,1.3837545173320045,station_gap_season
chmi_labe,0-203-1-240000,forcing_outage,180,20,20,3.3727321194508333,2.995059214542083,station_gap_season
chmi_labe,0-203-1-240000,online,7,20,20,0.7685466113587124,0.6693847055029898,station_gap_season
chmi_labe,0-203-1-240000,online,30,20,20,1.5889730594183904,1.3483269534793392,station_gap_season
chmi_labe,0-203-1-240000,online,90,20,20,3.085710219884157,3.0929868891191825,station_gap_season
chmi_labe,0-203-1-240000,online,180,20,20,5.5277251505929765,5.007665600446366,station_gap_season
chmi_labe,0-203-1-245000,uniform_block,7,20,20,0.34021516290922016,0.3876175785771875,station_gap_season
chmi_labe,0-203-1-245000,uniform_block,30,20,20,0.7718990588116453,0.8399931922326896,station_gap_season
chmi_labe,0-203-1-245000,uniform_block,90,20,20,1.3631735803315412,1.4469122251287554,station_gap_season
chmi_labe,0-203-1-245000,uniform_block,180,20,20,3.607875578188991,3.3431058685299733,station_gap_season
chmi_labe,0-203-1-245000,multi_block,7,20,20,0.2550744739124452,0.30264174895568685,station_gap_season
chmi_labe,0-203-1-245000,multi_block,30,20,20,0.42652269677023086,0.473365993446642,station_gap_season
chmi_labe,0-203-1-245000,multi_block,90,20,20,0.7413613155984147,0.7610309925079229,station_gap_season
chmi_labe,0-203-1-245000,multi_block,180,20,20,0.9916894345526421,0.9840561841062738,station_gap_season
chmi_labe,0-203-1-245000,summer_biased,7,20,20,0.41092620456029466,0.34472038110679465,station_gap_season
chmi_labe,0-203-1-245000,summer_biased,30,20,20,1.0900256479404589,0.8528913027862106,station_gap_season
chmi_labe,0-203-1-245000,summer_biased,90,20,20,1.4617998694205578,1.4707350401527963,station_gap_season
chmi_labe,0-203-1-245000,summer_biased,180,20,20,2.1728973729914207,2.082149533001698,station_gap_season
chmi_labe,0-203-1-245000,high_temp_biased,7,20,20,0.41235906479850665,0.42033744641263765,station_gap_season
chmi_labe,0-203-1-245000,high_temp_biased,30,20,20,0.9863815514953046,1.111316822774994,station_gap_season
chmi_labe,0-203-1-245000,high_temp_biased,90,20,20,1.768621190895269,1.8623808352117055,station_gap_season
chmi_labe,0-203-1-245000,high_temp_biased,180,20,20,4.926829510016563,4.794269189992546,station_gap_season
chmi_labe,0-203-1-245000,donor_sync,7,20,20,1.6414760685723926,1.8718577543608093,station_gap_season
chmi_labe,0-203-1-245000,donor_sync,30,20,20,1.923639043594397,2.0325129385554046,station_gap_season
chmi_labe,0-203-1-245000,donor_sync,90,20,20,2.33726176195976,2.516975837237477,station_gap_season
chmi_labe,0-203-1-245000,donor_sync,180,20,20,4.347112780645205,4.098889163718102,station_gap_season
chmi_labe,0-203-1-245000,forcing_outage,7,20,20,0.41220178382737294,0.4132670039581724,station_gap_season
chmi_labe,0-203-1-245000,forcing_outage,30,20,20,0.7845777692259492,0.8406124425831495,station_gap_season
chmi_labe,0-203-1-245000,forcing_outage,90,20,20,1.3868822916531012,1.4362013404308824,station_gap_season
chmi_labe,0-203-1-245000,forcing_outage,180,20,20,3.6042639920310693,3.311532352143159,station_gap_season
chmi_labe,0-203-1-245000,online,7,20,20,0.5324134847663696,0.605070482345702,station_gap_season
chmi_labe,0-203-1-245000,online,30,20,20,1.4877749689067545,1.3957894030742453,station_gap_season
chmi_labe,0-203-1-245000,online,90,20,20,3.0580343718539806,3.199839149727528,station_gap_season
chmi_labe,0-203-1-245000,online,180,20,20,5.408395577930736,5.231727428369578,station_gap_season
chmi_morava,0-203-1-345000,uniform_block,7,20,20,0.5527968359524701,0.5642067927174256,station_gap_season
chmi_morava,0-203-1-345000,uniform_block,30,20,20,0.7312136446334889,0.780408554504316,station_gap_season
chmi_morava,0-203-1-345000,uniform_block,90,20,20,1.0224437746746469,1.0849771808094029,station_gap_season
chmi_morava,0-203-1-345000,uniform_block,180,20,20,2.117518849459964,2.012703027937745,station_gap_season
chmi_morava,0-203-1-345000,multi_block,7,20,20,0.4532694968801221,0.5114133412269289,station_gap_season
chmi_morava,0-203-1-345000,multi_block,30,20,20,0.5962893531512622,0.6256417884991317,station_gap_season
chmi_morava,0-203-1-345000,multi_block,90,20,20,0.7747212950960134,0.756091277472971,station_gap_season
chmi_morava,0-203-1-345000,multi_block,180,20,20,0.8912554002319844,0.8522325420921932,station_gap_season
chmi_morava,0-203-1-345000,summer_biased,7,20,20,0.5984969869148801,0.5045423889827025,station_gap_season
chmi_morava,0-203-1-345000,summer_biased,30,20,20,0.9782842190278798,0.8660402659204077,station_gap_season
chmi_morava,0-203-1-345000,summer_biased,90,20,20,1.2348565319364337,1.1088988460129499,station_gap_season
chmi_morava,0-203-1-345000,summer_biased,180,20,20,1.4351387339337403,1.3544071020350625,station_gap_season
chmi_morava,0-203-1-345000,high_temp_biased,7,20,20,0.7549988565054623,0.5647171421933453,station_gap_season
chmi_morava,0-203-1-345000,high_temp_biased,30,20,20,0.9490841803681921,0.9945050401404162,station_gap_season
chmi_morava,0-203-1-345000,high_temp_biased,90,20,20,1.3164868205904752,1.4969348886110596,station_gap_season
chmi_morava,0-203-1-345000,high_temp_biased,180,20,20,3.2229923860322165,3.1333595104817205,station_gap_season
chmi_morava,0-203-1-345000,donor_sync,7,20,20,3.053069623804417,3.3709325698928168,station_gap_season
chmi_morava,0-203-1-345000,donor_sync,30,20,20,3.1740179710159477,3.3386061787138623,station_gap_season
chmi_morava,0-203-1-345000,donor_sync,90,20,20,2.937839542499829,3.4011265476322805,station_gap_season
chmi_morava,0-203-1-345000,donor_sync,180,20,20,3.7198585576139016,3.984616692056501,station_gap_season
chmi_morava,0-203-1-345000,forcing_outage,7,20,20,0.8878564413399384,0.9900258640998143,station_gap_season
chmi_morava,0-203-1-345000,forcing_outage,30,20,20,1.0111396222479607,1.0788003785909148,station_gap_season
chmi_morava,0-203-1-345000,forcing_outage,90,20,20,1.179663311523353,1.3724734943859191,station_gap_season
chmi_morava,0-203-1-345000,forcing_outage,180,20,20,2.154265355949817,2.146197544341276,station_gap_season
chmi_morava,0-203-1-345000,online,7,20,20,0.5501003334599287,0.46881588942210606,station_gap_season
chmi_morava,0-203-1-345000,online,30,20,20,0.5534496662805168,0.5718696238128897,station_gap_season
chmi_morava,0-203-1-345000,online,90,20,20,0.8183886430421186,0.8745447395249863,station_gap_season
chmi_morava,0-203-1-345000,online,180,20,20,1.099841522854978,1.0885749402817784,station_gap_season
chmi_morava,0-203-1-355000,uniform_block,7,20,20,0.6474955284879321,0.6072444823115425,station_gap_season
chmi_morava,0-203-1-355000,uniform_block,30,20,20,0.8750847064650877,0.9767522426375121,station_gap_season
chmi_morava,0-203-1-355000,uniform_block,90,20,20,1.1483997127347962,1.3386608605644983,station_gap_season
chmi_morava,0-203-1-355000,uniform_block,180,20,20,2.488802229774543,2.733659761852726,station_gap_season
chmi_morava,0-203-1-355000,multi_block,7,20,20,0.45323543587195614,0.5275801709035325,station_gap_season
chmi_morava,0-203-1-355000,multi_block,30,20,20,0.6682444144440738,0.7290291486150362,station_gap_season
chmi_morava,0-203-1-355000,multi_block,90,20,20,0.8806537038164292,0.9316524909728707,station_gap_season
chmi_morava,0-203-1-355000,multi_block,180,20,20,0.9877565176162204,1.0559275918271385,station_gap_season
chmi_morava,0-203-1-355000,summer_biased,7,20,20,0.5711488931141202,0.6400117679251027,station_gap_season
chmi_morava,0-203-1-355000,summer_biased,30,20,20,1.1586112919555247,1.0936083490786772,station_gap_season
chmi_morava,0-203-1-355000,summer_biased,90,20,20,1.3820708060180074,1.2958200704348346,station_gap_season
chmi_morava,0-203-1-355000,summer_biased,180,20,20,1.7162291422008107,1.7176795329744743,station_gap_season
chmi_morava,0-203-1-355000,high_temp_biased,7,20,20,0.7184163426596021,0.759814829685145,station_gap_season
chmi_morava,0-203-1-355000,high_temp_biased,30,20,20,1.0222208499550294,1.1519451400815282,station_gap_season
chmi_morava,0-203-1-355000,high_temp_biased,90,20,20,1.5528170211437478,1.9394675308184262,station_gap_season
chmi_morava,0-203-1-355000,high_temp_biased,180,20,20,3.794752093350772,4.416328400469735,station_gap_season
chmi_morava,0-203-1-355000,donor_sync,7,20,20,3.926631767560565,3.578247733909218,station_gap_season
chmi_morava,0-203-1-355000,donor_sync,30,20,20,3.932459006683574,3.5231151248789496,station_gap_season
chmi_morava,0-203-1-355000,donor_sync,90,20,20,3.7664868230659416,3.8045268363411546,station_gap_season
chmi_morava,0-203-1-355000,donor_sync,180,20,20,4.725992055687689,4.785379831406738,station_gap_season
chmi_morava,0-203-1-355000,forcing_outage,7,20,20,0.6437215063472589,0.6040480632823183,station_gap_season
chmi_morava,0-203-1-355000,forcing_outage,30,20,20,0.8596797311678133,0.9756677784018624,station_gap_season
chmi_morava,0-203-1-355000,forcing_outage,90,20,20,1.1293944334148143,1.3284489558308978,station_gap_season
chmi_morava,0-203-1-355000,forcing_outage,180,20,20,2.4735368354169234,2.7051122216557824,station_gap_season
chmi_morava,0-203-1-355000,online,7,20,20,0.591499761016596,0.5406395442142602,station_gap_season
chmi_morava,0-203-1-355000,online,30,20,20,0.9962105022847808,0.8765382834989097,station_gap_season
chmi_morava,0-203-1-355000,online,90,20,20,1.5646542246097235,1.6908814807590793,station_gap_season
chmi_morava,0-203-1-355000,online,180,20,20,2.4274979779361714,2.358809197002512,station_gap_season
chmi_morava,0-203-1-367000,uniform_block,7,20,20,0.6457336261991751,0.6654656257021656,station_gap_season
chmi_morava,0-203-1-367000,uniform_block,30,20,20,1.0059922066691869,1.0570302908087121,station_gap_season
chmi_morava,0-203-1-367000,uniform_block,90,20,20,1.4373035537691299,1.6399256194003382,station_gap_season
chmi_morava,0-203-1-367000,uniform_block,180,20,20,3.3293246159116037,3.4733508910680113,station_gap_season
chmi_morava,0-203-1-367000,multi_block,7,20,20,0.4143099534905049,0.5437856937118644,station_gap_season
chmi_morava,0-203-1-367000,multi_block,30,20,20,0.663854371906333,0.7680726019530313,station_gap_season
chmi_morava,0-203-1-367000,multi_block,90,20,20,1.0041250663977284,1.044154073556041,station_gap_season
chmi_morava,0-203-1-367000,multi_block,180,20,20,1.2134013054289947,1.1976274647701672,station_gap_season
chmi_morava,0-203-1-367000,summer_biased,7,20,20,0.6190935885568053,0.6404649860183668,station_gap_season
chmi_morava,0-203-1-367000,summer_biased,30,20,20,1.4265510550284763,0.9794579168928527,station_gap_season
chmi_morava,0-203-1-367000,summer_biased,90,20,20,1.669777240752003,1.3404911835601925,station_gap_season
chmi_morava,0-203-1-367000,summer_biased,180,20,20,2.248342774906043,2.052519164099069,station_gap_season
chmi_morava,0-203-1-367000,high_temp_biased,7,20,20,0.7085691517351311,0.6750988809473666,station_gap_season
chmi_morava,0-203-1-367000,high_temp_biased,30,20,20,1.0224377151533,1.0720349864095167,station_gap_season
chmi_morava,0-203-1-367000,high_temp_biased,90,20,20,1.9582168023107376,2.207724744968913,station_gap_season
chmi_morava,0-203-1-367000,high_temp_biased,180,20,20,4.695855413335623,5.405287408973862,station_gap_season
chmi_morava,0-203-1-367000,donor_sync,7,20,20,3.2257613785289285,3.201449983677609,station_gap_season
chmi_morava,0-203-1-367000,donor_sync,30,20,20,3.5124131903744575,3.149920735165141,station_gap_season
chmi_morava,0-203-1-367000,donor_sync,90,20,20,3.364685072731432,3.584029266820405,station_gap_season
chmi_morava,0-203-1-367000,donor_sync,180,20,20,4.830503990055733,4.99342419255686,station_gap_season
chmi_morava,0-203-1-367000,forcing_outage,7,20,20,0.6290201412950522,0.6792262503649168,station_gap_season
chmi_morava,0-203-1-367000,forcing_outage,30,20,20,1.0218120352535969,1.0578750884305914,station_gap_season
chmi_morava,0-203-1-367000,forcing_outage,90,20,20,1.419948412244181,1.6330289401605775,station_gap_season
chmi_morava,0-203-1-367000,forcing_outage,180,20,20,3.299249419297189,3.43521102150646,station_gap_season
chmi_morava,0-203-1-367000,online,7,20,20,0.6029227965492638,0.6052073025882968,station_gap_season
chmi_morava,0-203-1-367000,online,30,20,20,1.1626146133367872,1.1050983481706533,station_gap_season
chmi_morava,0-203-1-367000,online,90,20,20,2.1952702085890063,2.408151515917713,station_gap_season
chmi_morava,0-203-1-367000,online,180,20,20,3.673538816014113,3.5021659410265884,station_gap_season
chmi_morava,0-203-1-403000,uniform_block,7,20,20,0.6378138655329508,0.8068585629615658,station_gap_season
chmi_morava,0-203-1-403000,uniform_block,30,20,20,1.0560966002291319,1.148251331941177,station_gap_season
chmi_morava,0-203-1-403000,uniform_block,90,20,20,1.9138657093436346,1.9022466199263999,station_gap_season
chmi_morava,0-203-1-403000,uniform_block,180,20,20,3.2875759005180933,3.7333266917259964,station_gap_season
chmi_morava,0-203-1-403000,multi_block,7,20,20,0.5004590709449875,0.6828518895836246,station_gap_season
chmi_morava,0-203-1-403000,multi_block,30,20,20,0.7345932191522473,0.8435986734201556,station_gap_season
chmi_morava,0-203-1-403000,multi_block,90,20,20,1.1134299379795614,1.1403748067339134,station_gap_season
chmi_morava,0-203-1-403000,multi_block,180,20,20,1.4221049797441858,1.4144882150618037,station_gap_season
chmi_morava,0-203-1-403000,summer_biased,7,20,20,0.7908574172428672,1.1592921394772007,station_gap_season
chmi_morava,0-203-1-403000,summer_biased,30,20,20,1.638815022221318,1.4854663322060773,station_gap_season
chmi_morava,0-203-1-403000,summer_biased,90,20,20,1.6160912507536385,1.3929695651198781,station_gap_season
chmi_morava,0-203-1-403000,summer_biased,180,20,20,2.710550262512175,1.600728221272662,station_gap_season
chmi_morava,0-203-1-403000,high_temp_biased,7,20,20,0.5748827407473609,1.1204572241455018,station_gap_season
chmi_morava,0-203-1-403000,high_temp_biased,30,20,20,1.3134465367352521,1.5706892632310399,station_gap_season
