river,twin,cell,topology,source,gap_length,node,station,is_dam_like,is_ordinary_endpoint,is_ordinary_interior,n_donors,n_upstream_donors,n_downstream_donors,one_sided_donors,nearest_donor_hops,mean_donor_hops,recoverability_r,operator_risk,donor_r2,donor_r2_risk,acf30,memory_component,hard_memory_label,local_ar
twin_b_ordinary_endpoint_confluence_n5,B,ordinary_times_endpoint,confluence,exact_sigma,90,2,s2,False,False,False,4,3,1,False,1.0,1.25,0.7785551122945316,0.22144488770546844,0.9079215088240536,0.09207849117594635,0.029922622962160715,1.5286521018043586e-14,0,0.52
twin_b_ordinary_endpoint_confluence_n5,B,ordinary_times_endpoint,confluence,exact_sigma,90,3,s3,False,False,False,4,4,0,True,1.0,2.0,0.6553972243647685,0.34460277563523145,0.8648705194571409,0.13512948054285912,0.025523198397070786,2.2433682590743183e-14,0,0.52
twin_b_ordinary_endpoint_confluence_n5,B,ordinary_times_endpoint,confluence,exact_sigma,90,4,s4,False,False,False,4,0,2,True,1.0,2.0,0.6302000405701247,0.3697999594298753,0.8353843435542316,0.16461565644576837,0.022519205083366203,2.7328865406242005e-14,0,0.52
twin_a_interior_dam_confluence_n6,A,dam_times_interior,confluence,exact_sigma,90,0,s0,False,True,False,5,0,4,True,1.0,2.6,0.5644503816896651,0.4355496183103349,0.7848490235021741,0.21515097649782589,0.006070129116777852,3.571854710349314e-14,0,0.52
twin_a_interior_dam_confluence_n6,A,dam_times_interior,confluence,exact_sigma,90,1,s1,False,False,False,5,1,3,False,1.0,1.8,0.5795871718817165,0.4204128281182835,0.7949525377463854,0.2050474622536146,0.015470063854450659,3.404120008273108e-14,0,0.52
twin_a_interior_dam_confluence_n6,A,dam_times_interior,confluence,exact_sigma,90,2,s2,True,False,False,5,3,2,False,1.0,1.4,0.3843585909999725,0.6156414090000275,0.16759812648009786,0.8324018735199021,0.18494952134085396,0.03177354952401145,0,0.93
twin_a_interior_dam_confluence_n6,A,dam_times_interior,confluence,exact_sigma,90,3,s3,False,False,False,5,4,1,False,1.0,1.8,0.575346072648153,0.42465392735184704,0.7959712709139003,0.2040287290860997,0.019648981714110038,3.387207387553425e-14,0,0.52
twin_a_interior_dam_confluence_n6,A,dam_times_interior,confluence,exact_sigma,90,4,s4,False,False,False,5,5,0,True,1.0,2.6,0.5722930779671467,0.4277069220328533,0.7877271139069938,0.2122728860930062,0.009042903533203028,3.524073747712733e-14,0,0.52
twin_a_interior_dam_confluence_n6,A,dam_times_interior,confluence,exact_sigma,90,5,s5,False,False,False,5,0,3,True,1.0,2.2,0.45426912724062884,0.5457308727593712,0.63894915261855,0.36105084738145,0.01179115307271433,5.994028894905224e-14,0,0.52
twin_b_ordinary_endpoint_confluence_n6,B,ordinary_times_endpoint,confluence,exact_sigma,90,0,s0,False,True,False,5,0,4,True,1.0,2.6,0.6091710348910037,0.39082896510899634,0.7987681123009127,0.2012318876990873,0.02648405614301004,3.340775290219202e-14,0,0.52
twin_b_ordinary_endpoint_confluence_n6,B,ordinary_times_endpoint,confluence,exact_sigma,90,1,s1,False,False,False,5,1,3,False,1.0,1.8,0.732028004940825,0.267971995059175,0.9130046466679689,0.08699535333203112,0.04366601884608582,1.444263779953879e-14,0,0.52
twin_b_ordinary_endpoint_confluence_n6,B,ordinary_times_endpoint,confluence,exact_sigma,90,2,s2,False,False,False,5,3,2,False,1.0,1.4,0.8003473717622455,0.19965262823775454,0.9293329765556908,0.0706670234443092,0.05212063922558292,1.1731870552698692e-14,0,0.52
twin_b_ordinary_endpoint_confluence_n6,B,ordinary_times_endpoint,confluence,exact_sigma,90,3,s3,False,False,False,5,4,1,False,1.0,1.8,0.7500264090310377,0.24997359096896232,0.921972653874685,0.07802734612531503,0.04974343484194155,1.2953803339887656e-14,0,0.52
twin_b_ordinary_endpoint_confluence_n6,B,ordinary_times_endpoint,confluence,exact_sigma,90,4,s4,False,False,False,5,5,0,True,1.0,2.6,0.6398762446543765,0.36012375534562346,0.8422039467493193,0.1577960532506807,0.036998891565905134,2.619670081226289e-14,0,0.52
twin_b_ordinary_endpoint_confluence_n6,B,ordinary_times_endpoint,confluence,exact_sigma,90,5,s5,False,False,False,5,0,3,True,1.0,2.2,0.6472125319237394,0.3527874680762606,0.8464793334129406,0.15352066658705943,0.03941355764277306,2.548691737360048e-14,0,0.52
twin_c_endpoint_dam_chain_n5,C,dam_times_endpoint,chain,exact_sigma,90,0,s0,True,True,False,4,0,4,True,1.0,2.5,0.22301210139271788,0.7769878986072821,0.12181959849171103,0.878180401508289,0.14390867219695264,0.0335209582846677,0,0.93
twin_c_endpoint_dam_chain_n5,C,dam_times_endpoint,chain,exact_sigma,90,1,s1,False,False,False,4,1,3,False,1.0,1.75,0.5900400370186656,0.4099599629813344,0.7961354155434673,0.20386458445653266,0.016051185470496443,3.3844823208219546e-14,0,0.52
twin_c_endpoint_dam_chain_n5,C,dam_times_endpoint,chain,exact_sigma,90,2,s2,False,False,False,4,2,2,False,1.0,1.5,0.6831946585473383,0.3168053414526617,0.8774906824916976,0.1225093175083024,0.012330201378227585,2.0338531106231415e-14,0,0.52
twin_c_endpoint_dam_chain_n5,C,dam_times_endpoint,chain,exact_sigma,90,3,s3,False,False,False,4,3,1,False,1.0,1.75,0.6896273863841819,0.31037261361581814,0.8783109591485143,0.12168904085148569,0.010160247063330182,2.0202351894399205e-14,0,0.52
twin_c_endpoint_dam_chain_n5,C,dam_times_endpoint,chain,exact_sigma,90,4,s4,False,False,False,4,4,0,True,1.0,2.5,0.601389904379724,0.39861009562027605,0.8181333130568218,0.1818666869431782,0.007210948687383131,3.019281590014904e-14,0,0.52
twin_d_ordinary_interior_chain_n5,D,ordinary_times_interior,chain,exact_sigma,90,0,s0,False,True,False,4,0,4,True,1.0,2.5,0.5908931440417011,0.4091068559582989,0.7844917099550168,0.21550829004498318,0.007173006600557647,3.5777866940068374e-14,0,0.52
twin_d_ordinary_interior_chain_n5,D,ordinary_times_interior,chain,exact_sigma,90,1,s1,False,False,False,4,1,3,False,1.0,1.75,0.6949551487844635,0.3050448512155365,0.8862091623120888,0.1137908376879112,0.011245783803612446,1.8891122234542448e-14,0,0.52
twin_d_ordinary_interior_chain_n5,D,ordinary_times_interior,chain,exact_sigma,90,2,s2,False,False,True,4,2,2,False,1.0,1.5,0.7173039830328874,0.28269601696711255,0.8988879607290525,0.10111203927094747,0.013381412964907633,1.6786236326778094e-14,0,0.52
twin_d_ordinary_interior_chain_n5,D,ordinary_times_interior,chain,exact_sigma,90,3,s3,False,False,False,4,3,1,False,1.0,1.75,0.7071293480285564,0.2928706519714436,0.8926703433892059,0.10732965661079408,0.01311805833268921,1.7818461517850145e-14,0,0.52
twin_d_ordinary_interior_chain_n5,D,ordinary_times_interior,chain,exact_sigma,90,4,s4,False,False,False,4,4,0,True,1.0,2.5,0.6143066154694335,0.38569338453056645,0.8231146502650426,0.1768853497349574,0.010052791830741255,2.936583323613117e-14,0,0.52
twin_c_endpoint_dam_chain_n6,C,dam_times_endpoint,chain,exact_sigma,90,0,s0,True,True,False,5,0,5,True,1.0,3.0,0.22645712749136304,0.773542872508637,0.13062171581262116,0.8693782841873788,0.14609147517487053,0.03318497332414681,0,0.93
twin_c_endpoint_dam_chain_n6,C,dam_times_endpoint,chain,exact_sigma,90,1,s1,False,False,False,5,1,4,False,1.0,2.2,0.6011460907773101,0.39885390922268993,0.7964036524773775,0.20359634752262246,0.02013717639671832,3.380029153230189e-14,0,0.52
twin_c_endpoint_dam_chain_n6,C,dam_times_endpoint,chain,exact_sigma,90,2,s2,False,False,False,5,2,3,False,1.0,1.8,0.6974915462980775,0.3025084537019225,0.8882948608795542,0.11170513912044577,0.018478181755818935,1.8544862488301162e-14,0,0.52
twin_c_endpoint_dam_chain_n6,C,dam_times_endpoint,chain,exact_sigma,90,3,s3,False,False,False,5,3,2,False,1.0,1.8,0.7182717030152839,0.28172829698471613,0.9000257489790967,0.0999742510209033,0.017973306172162123,1.6597345047433078e-14,0,0.52
twin_c_endpoint_dam_chain_n6,C,dam_times_endpoint,chain,exact_sigma,90,4,s4,False,False,False,5,4,1,False,1.0,2.2,0.7075615203718084,0.2924384796281916,0.8931800566345431,0.10681994336545686,0.016045549167927615,1.773384086281428e-14,0,0.52
twin_c_endpoint_dam_chain_n6,C,dam_times_endpoint,chain,exact_sigma,90,5,s5,False,False,False,5,5,0,True,1.0,3.0,0.6145556272568444,0.38544437274315557,0.8227888198416886,0.1772111801583114,0.011727363240584154,2.941992636419299e-14,0,0.52
twin_d_ordinary_interior_chain_n6,D,ordinary_times_interior,chain,exact_sigma,90,0,s0,False,True,False,5,0,5,True,1.0,3.0,0.5972444813422111,0.4027555186577889,0.7842435752015972,0.21575642479840285,0.009955824882601196,3.581906132841047e-14,0,0.52
twin_d_ordinary_interior_chain_n6,D,ordinary_times_interior,chain,exact_sigma,90,1,s1,False,False,False,5,1,4,False,1.0,2.2,0.7017958413606356,0.29820415863936445,0.8894036264380693,0.11059637356193075,0.016269848655887133,1.8360789445858103e-14,0,0.52
twin_d_ordinary_interior_chain_n6,D,ordinary_times_interior,chain,exact_sigma,90,2,s2,False,False,False,5,2,3,False,1.0,1.8,0.7283410835690156,0.2716589164309844,0.9077684936374382,0.09223150636256183,0.020653264777778884,1.5311924017554163e-14,0,0.52
twin_d_ordinary_interior_chain_n6,D,ordinary_times_interior,chain,exact_sigma,90,3,s3,False,False,True,5,3,2,False,1.0,1.8,0.7326755279394068,0.2673244720605932,0.9096612553530775,0.09033874464692249,0.022341300899407363,1.4997694913897572e-14,0,0.52
twin_d_ordinary_interior_chain_n6,D,ordinary_times_interior,chain,exact_sigma,90,4,s4,False,False,False,5,4,1,False,1.0,2.2,0.7161536115716327,0.2838463884283673,0.8988956912471432,0.10110430875285681,0.020722097486781433,1.6784952935556495e-14,0,0.52
twin_d_ordinary_interior_chain_n6,D,ordinary_times_interior,chain,exact_sigma,90,5,s5,False,False,False,5,5,0,True,1.0,3.0,0.6217919769983913,0.3782080230016087,0.8250903766574137,0.1749096233425863,0.015351692987466676,2.903783065227939e-14,0,0.52
