network_id,station_id,gap_length,season,placement,gap_start,mae_deg_c,model_family,outer_training_years,inner_fit_years,inner_score_years
huc8_05030102,03102950,7,MAM,2,2018-04-03,0.7213211877005442,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,MAM,3,2019-03-16,1.3983732359749932,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,MAM,4,2019-04-24,2.30692686353411,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,MAM,5,2019-05-19,1.623516573224748,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,MAM,6,2020-03-16,1.4188007218497138,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,MAM,7,2020-04-10,1.4819108690534322,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,MAM,8,2020-05-05,1.9346513748168945,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,MAM,9,2020-05-31,1.0787616729736327,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,SON,0,2017-09-21,1.4980572291782919,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,SON,1,2017-10-15,1.23301328931536,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,SON,2,2017-11-16,1.2465984072004044,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,SON,3,2018-10-05,2.649610083443777,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,SON,4,2018-11-17,1.2033679553440637,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,SON,5,2019-09-12,1.414194924490793,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,SON,6,2019-10-07,0.46883430480957017,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,SON,7,2020-09-14,0.5308817727225174,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,SON,8,2020-10-16,1.8492027282714842,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,7,SON,9,2020-11-30,1.2482419082096645,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,DJF,0,2017-12-04,0.865191987591485,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,DJF,1,2017-12-23,0.33147805919249856,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,DJF,2,2018-01-12,0.09590360860495518,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,DJF,3,2018-02-01,1.6394222118457158,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,DJF,4,2018-12-07,1.1040519388516743,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,DJF,5,2019-01-25,0.9741707786917689,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,DJF,6,2020-01-02,1.332221675713857,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,DJF,7,2020-01-22,0.9772701265414557,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,DJF,8,2020-02-11,1.816936705907186,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,DJF,9,2020-12-02,0.8337430565059184,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,JJA,0,2017-06-01,2.0394202423095704,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,JJA,1,2017-06-20,2.4743144861857105,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,JJA,2,2019-06-09,1.7161930720011394,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,JJA,3,2019-06-29,1.1078461583455408,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,JJA,4,2019-07-19,1.046339403788249,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,JJA,5,2019-08-08,1.0826932017008464,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,JJA,6,2019-08-28,1.3687817509969078,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,JJA,7,2020-07-17,0.9997355016072593,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,JJA,8,2020-08-06,1.0923561223347982,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,JJA,9,2020-08-26,1.0861903826395671,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,MAM,0,2017-04-27,3.1372535578409835,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,MAM,1,2017-05-12,1.718837604522705,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,MAM,2,2017-05-27,3.054376373291016,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,MAM,3,2019-05-04,2.4043376668294263,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,MAM,4,2020-03-13,2.407636299133301,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,MAM,5,2020-03-28,1.8138598251342775,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,MAM,6,2020-04-12,2.3521544710795084,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,MAM,7,2020-04-27,3.9915726025899243,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,MAM,8,2020-05-12,3.2961202112833656,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,MAM,9,2020-05-28,1.795699640909831,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,SON,0,2017-09-21,1.9272389984130853,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,SON,1,2017-10-30,2.200609776178996,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,SON,2,2018-11-06,2.3651465559005738,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,SON,3,2018-11-16,1.5700887314478555,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,SON,4,2018-11-25,1.3929247013727823,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,SON,5,2019-09-04,1.157820116678874,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,SON,6,2019-09-14,1.8145326105753588,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,SON,7,2020-09-29,1.5178163846333823,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,SON,8,2020-11-20,1.487054769992828,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,30,SON,9,2020-11-30,1.216214815378189,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,DJF,0,2017-12-04,1.989123908413781,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,DJF,1,2017-12-12,1.1607282104757097,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,DJF,2,2020-01-03,2.7510968764623005,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,DJF,3,2020-01-11,2.027282469537523,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,DJF,4,2020-01-19,2.0011946002642316,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,DJF,5,2020-01-27,1.9180447461869983,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,DJF,6,2020-02-04,2.5094877121183603,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,DJF,7,2020-02-12,2.3182104131910535,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,DJF,8,2020-02-20,2.281935184796651,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,DJF,9,2020-02-29,2.5484101576275298,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,JJA,0,2019-06-06,2.6987757534450956,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,JJA,1,2019-06-11,3.068019116719564,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,JJA,2,2019-06-16,3.268272264268664,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,JJA,3,2019-06-21,2.67040651957194,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,JJA,4,2019-06-26,1.4525705167982315,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,JJA,5,2019-07-01,0.9383621427747941,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,JJA,6,2019-07-06,1.0597156990898984,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,JJA,7,2019-07-11,1.708620429568821,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,JJA,8,2019-07-16,2.6554135873582627,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,JJA,9,2019-07-21,3.4524349043104383,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,MAM,0,2020-03-01,2.5514208674430847,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,MAM,1,2020-03-04,2.2963722324371343,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,MAM,2,2020-03-07,2.3460365751054546,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,MAM,3,2020-03-10,2.7128345404730903,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,MAM,4,2020-03-13,2.859799313015408,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,MAM,5,2020-03-16,2.615999182595147,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,MAM,6,2020-03-19,2.405916004180909,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,MAM,7,2020-03-22,2.4036944431728786,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,MAM,8,2020-03-25,2.4834531391991512,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03102950,90,MAM,9,2020-03-29,2.5279140493604872,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,DJF,0,2017-12-04,0.3303859370095389,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,DJF,1,2018-01-01,0.2710679190499442,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,DJF,2,2018-01-29,0.3846459184374128,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,DJF,3,2018-02-27,1.2580159596034461,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,DJF,4,2018-12-27,0.2031771591731479,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,DJF,5,2019-01-31,0.23679034369332447,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,DJF,6,2019-12-31,0.3049316678728376,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,DJF,7,2020-01-28,0.23313065256391258,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,DJF,8,2020-02-25,0.37336043630327503,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
