network_id,station_id,gap_length,season,placement,gap_start,mae_deg_c,model_family,outer_training_years,inner_fit_years,inner_score_years
gkd_bayern_alz,18403002,7,JJA,0,2011-06-01,1.092385700770787,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,JJA,1,2011-06-11,1.2109496525355752,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,JJA,2,2011-06-21,0.7495183127267013,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,JJA,3,2011-07-01,1.5690889630998883,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,JJA,4,2011-07-11,0.5485465458461215,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,JJA,5,2011-07-21,0.7004092080252516,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,JJA,6,2011-07-31,0.6809011731828966,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,JJA,7,2011-08-10,0.29732578822544703,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,JJA,8,2011-08-20,1.1985117231096538,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,JJA,9,2011-08-31,0.4295187268938336,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,MAM,0,2011-03-01,0.9828421865190778,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,MAM,1,2011-03-09,0.9773220062255861,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,MAM,2,2011-03-17,0.877556037902832,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,MAM,3,2011-03-25,0.9622643198285784,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,MAM,4,2011-04-19,1.55075078691755,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,MAM,5,2011-04-28,0.7571692875453405,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,MAM,6,2011-05-06,0.48199634552001946,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,MAM,7,2011-05-14,1.6872542245047433,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,MAM,8,2011-05-22,0.9034478323800226,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,MAM,9,2011-05-31,0.8135665348597934,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,SON,0,2010-10-14,0.8088346481323241,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,SON,1,2010-10-29,0.31616112845284583,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,SON,2,2010-11-13,1.266393824986049,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,SON,3,2010-11-29,0.4609607424054828,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,SON,4,2011-09-14,0.6524805341448098,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,SON,5,2011-09-29,0.3914285932268418,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,SON,6,2011-10-15,0.3457735061645507,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,SON,7,2011-10-30,0.20071492876325334,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,SON,8,2011-11-14,0.15714528220040438,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,7,SON,9,2011-11-30,0.6660144805908204,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,DJF,0,2010-12-01,0.9225019661585491,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,DJF,1,2010-12-11,0.5286185503005981,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,DJF,2,2010-12-21,0.6582011222839355,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,DJF,3,2010-12-31,0.7111148150761921,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,DJF,4,2011-01-10,0.7064369281133018,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,DJF,5,2011-01-20,0.6717643594741821,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,DJF,6,2011-01-30,0.5228964265187581,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,DJF,7,2011-02-09,0.6535318517684937,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,DJF,8,2011-02-19,1.0854803371429442,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,DJF,9,2011-12-02,0.6899585278828939,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,JJA,0,2011-06-01,1.0258242925008139,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,JJA,1,2011-06-11,0.9494748560587566,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,JJA,2,2011-06-21,1.7279185867309572,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,JJA,3,2011-07-01,1.04313835144043,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,JJA,4,2011-07-11,1.1594508997599282,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,JJA,5,2011-07-21,1.082733408610026,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,JJA,6,2011-07-31,1.7547775777180992,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,JJA,7,2011-08-10,2.3183918380737305,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,JJA,8,2011-08-20,1.3062681325276697,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,JJA,9,2011-08-31,0.6054814275105792,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,MAM,0,2011-03-01,1.5634888013203938,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,MAM,1,2011-04-15,1.6028464635213215,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,MAM,2,2011-04-21,1.3821051470438637,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,MAM,3,2011-04-27,1.2275922266642254,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,MAM,4,2011-05-02,1.4365154774983724,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,MAM,5,2011-05-08,1.0615975062052407,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,MAM,6,2011-05-14,1.2102413940429684,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,MAM,7,2011-05-19,1.4571342341105142,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,MAM,8,2011-05-25,1.0347334798177084,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,MAM,9,2011-05-31,1.1347101847330732,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,SON,0,2010-10-14,0.8838263384501139,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
gkd_bayern_alz,18403002,30,SON,1,2010-10-29,2.327023099263509,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011,1980|1981|1982|1983|1984|1985,2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
