network_id,station_id,gap_length,season,placement,gap_start,mae_deg_c,model_family,outer_training_years,inner_fit_years,inner_score_years
huc8_02070010,01649190,7,MAM,4,2016-05-16,0.2114958899361746,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,7,MAM,5,2017-03-19,0.3157861437116348,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,7,MAM,6,2017-04-22,0.4434164864676333,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,7,MAM,7,2018-05-03,0.49588557652064785,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,7,MAM,8,2019-04-21,0.3213818686349053,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,7,MAM,9,2019-05-25,1.6986892700195304,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,7,SON,0,2015-09-01,0.3311047145298543,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,7,SON,1,2015-11-02,0.3197912488664897,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,7,SON,2,2016-09-27,0.31759888785225954,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,7,SON,3,2016-11-15,0.9423724106379917,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,7,SON,4,2017-10-05,0.39507691519600996,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,7,SON,5,2017-11-16,0.20170068740844713,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,7,SON,6,2018-10-17,0.2319438934326174,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,7,SON,7,2018-11-28,0.62892119543893,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,7,SON,8,2019-10-11,0.6954410552978515,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,7,SON,9,2019-11-30,0.27796780722481845,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,DJF,0,2015-01-16,0.8420047558471562,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,DJF,1,2015-02-07,0.9663557766874631,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,DJF,2,2015-12-05,0.6936809698740642,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,DJF,3,2015-12-27,0.7498688993106286,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,DJF,4,2016-01-18,1.1127999953428904,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,DJF,5,2016-12-16,0.6518866785367331,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,DJF,6,2017-01-07,0.7576194938023887,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,DJF,7,2017-01-29,0.4431841087341309,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,DJF,8,2017-02-20,0.512580795288086,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,DJF,9,2019-12-02,0.6060750285784404,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,JJA,0,2015-06-30,0.3011215718587239,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,JJA,1,2015-07-16,0.21429978688557927,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,JJA,2,2015-08-02,0.32956902821858697,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,JJA,3,2015-08-19,0.350710131327311,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,JJA,4,2016-07-13,0.30318904876708974,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,JJA,5,2018-06-09,0.928447761535644,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,JJA,6,2018-07-26,0.3342283248901366,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,JJA,7,2019-06-06,1.7141485977172857,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,JJA,8,2019-06-23,0.8132501475016275,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,JJA,9,2019-08-31,0.9384581629435222,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,MAM,0,2015-03-01,0.3370805352429549,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,MAM,1,2015-03-17,0.3330287011464437,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,MAM,2,2015-04-03,0.39957231521606446,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,MAM,3,2016-04-02,1.2081154441833497,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,MAM,4,2017-03-06,0.6964546060562132,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,MAM,5,2017-03-23,0.4896631813049318,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,MAM,6,2017-04-09,0.5904146512349449,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,MAM,7,2019-03-29,0.35331043561299663,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,MAM,8,2019-04-15,0.4461189270019535,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,MAM,9,2019-05-02,1.1089260737101236,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,SON,0,2015-10-29,0.29397038459777836,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,SON,1,2016-11-03,0.43330045859018956,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,SON,2,2016-11-27,0.6314911365509033,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,SON,3,2017-10-18,0.4371229426066081,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,SON,4,2018-09-23,0.3282579421997069,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,SON,5,2018-10-18,0.37116372744242354,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,SON,6,2018-11-11,0.49656746784846,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,SON,7,2019-09-12,0.7507522646586099,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,SON,8,2019-10-06,0.4690290133158366,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,30,SON,9,2019-11-30,0.5926899258295694,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,DJF,0,2015-01-16,0.8533506358994377,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,DJF,1,2015-01-26,0.7704594710138111,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,DJF,2,2015-02-05,1.0188088945547742,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,DJF,3,2016-12-11,0.5334139651722378,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,DJF,4,2016-12-21,0.5633458346790737,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,DJF,5,2017-01-01,0.5542419740888808,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,DJF,6,2017-01-11,0.7887636974785063,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,DJF,7,2017-01-22,0.7230510399076675,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,DJF,8,2017-02-01,0.6368803050782945,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,DJF,9,2017-02-12,0.49787788285149465,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,JJA,0,2015-06-30,0.36020514594184017,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,SON,0,2016-10-17,0.5770213725831773,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,SON,1,2016-10-23,0.7731440326902602,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,SON,2,2016-10-29,0.5787989001803927,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,SON,3,2016-11-05,0.6602696175045437,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,SON,4,2016-11-11,0.6127656653192308,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,SON,5,2016-11-17,0.6092657820383708,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,SON,6,2016-11-24,0.6164837953779433,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,SON,7,2016-11-30,0.6019925363858541,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,SON,8,2018-09-17,0.8073623016145496,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,90,SON,9,2018-09-24,0.502073975669013,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,180,SON,0,2016-10-17,1.5834821009635924,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,180,SON,1,2016-10-20,2.5662298512458803,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
