network_id,station_id,gap_length,season,placement,gap_start,mae_deg_c,model_family,outer_training_years,inner_fit_years,inner_score_years
huc8_05020006,03081000,30,DJF,6,2016-12-21,0.5552080345153808,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,DJF,7,2017-01-12,0.23424575169881184,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,DJF,8,2017-02-02,0.5218989117940267,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,DJF,9,2018-12-22,0.23431408405303955,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,0,2015-06-28,2.0466055234273277,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,1,2015-07-20,1.0094471549987791,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,2,2017-06-10,2.6111011123657226,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,3,2017-08-01,1.2628801663716633,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,4,2017-08-23,0.27612943013509095,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,5,2018-07-04,1.583739789326986,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,6,2018-07-26,0.7907210985819503,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,7,2018-08-17,0.8172898228963217,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,8,2019-07-09,1.7387199783325193,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,9,2019-08-31,0.42413176218668647,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,0,2015-03-01,0.9521109278996785,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,1,2015-05-03,0.28666693051656095,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,2,2015-05-15,0.31675064722696933,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,3,2015-05-27,0.8010761706034343,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,4,2016-03-11,0.6611315631866455,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,5,2017-04-27,0.7827239322662354,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,6,2017-05-09,1.3683257484436033,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,7,2017-05-21,2.0008350563049317,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,8,2018-05-12,0.78532927831014,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,9,2019-05-26,1.8735476557413737,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,0,2015-09-01,0.461984100341797,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,1,2015-09-17,0.8039198048909505,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,2,2015-10-04,0.35983216603596996,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,3,2015-10-21,0.5071708806355794,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,4,2015-11-06,0.5454718144734702,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,5,2016-09-21,0.6069520187377927,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,6,2017-09-08,0.2786041005452475,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,7,2017-09-24,0.6179873402913408,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,8,2019-10-17,0.5886137835184734,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,9,2019-11-03,0.8770520242055257,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,0,2015-12-23,2.376040168338352,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,1,2015-12-26,2.7449668916066488,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,2,2015-12-29,2.494470874998305,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,3,2016-01-02,2.799785472022163,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,4,2016-01-05,2.5059938356611466,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,5,2016-01-08,2.0780015903049045,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,6,2016-01-12,2.026210149129232,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,7,2016-01-15,1.7467857260174222,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,8,2016-01-18,1.9071915684805978,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,9,2016-01-22,0.9997058243221708,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,0,2015-08-20,1.7975612576802573,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,1,2015-08-22,2.2317747836642794,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,2,2015-08-24,2.3916748025682235,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,3,2015-08-26,2.3809898164537215,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,4,2015-08-28,2.102033299340142,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,5,2015-08-30,1.866050883399116,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,6,2018-06-20,1.7334108691745336,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,7,2018-06-22,0.8708581140306262,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,8,2018-06-24,1.5653270785013833,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,9,2018-06-27,1.6002776845296227,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,MAM,0,2017-04-27,1.7815456104278562,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,MAM,1,2017-04-28,1.8417944325341118,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,MAM,2,2017-04-29,1.758287452061971,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,MAM,3,2017-04-30,1.7059773784213599,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,0,2015-09-01,1.8316595395406088,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,1,2015-09-02,1.6882194773356123,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,2,2015-09-04,1.677261282602946,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,3,2015-09-06,1.4923490100436738,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,4,2015-09-08,1.3446485084957547,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,5,2015-09-10,1.163849884668986,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,6,2015-09-12,1.0814519161648222,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,7,2015-09-14,1.0987392383151584,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,8,2015-09-16,0.8831777138180203,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,9,2015-09-18,0.7890582105848525,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005,2015|2016|2017|2018|2019
