network_id,station_id,gap_length,season,placement,gap_start,mae_deg_c,model_family,outer_training_years,inner_fit_years,inner_score_years
huc8_05030102,03103500,7,JJA,0,2017-06-01,1.1620099203927177,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,1,2017-07-01,1.3477165767124721,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,2,2017-08-08,0.08789231436593171,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,3,2018-06-20,1.724088614327567,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,4,2019-06-19,0.5112504686628065,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,5,2019-07-19,2.3661019461495534,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,6,2019-08-19,1.1772022792271204,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,7,2020-06-18,1.053729684012277,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,8,2020-07-31,1.0819808959960935,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,9,2020-08-31,1.0327390943254744,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,0,2017-04-27,0.6990131105695454,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,1,2017-05-21,0.31551568167550265,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,2,2018-04-02,0.4689936365400043,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,3,2019-03-16,0.4039315496172223,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,4,2019-04-26,0.6350295203072684,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,5,2019-05-21,1.1693225315638958,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,6,2020-03-17,1.182958562033517,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,7,2020-04-11,0.3624912261962887,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,8,2020-05-06,1.1016744886125835,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,9,2020-05-31,1.195413316999163,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,0,2017-09-21,0.30626367841448143,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,1,2017-10-15,0.43063016619001154,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,2,2017-11-16,0.2145716258457727,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,3,2018-10-05,0.39724268232073207,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,4,2018-11-16,0.5189433370317732,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,5,2019-09-11,1.2838940756661548,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,6,2019-10-06,0.34418422154017847,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,7,2020-09-14,0.38432644435337643,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,8,2020-10-16,0.7268751961844307,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,9,2020-11-30,0.6901007039206369,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,0,2017-12-04,0.7984904444217679,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,1,2017-12-23,0.5214540193478265,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,2,2018-01-12,0.7236829670270286,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,3,2018-02-01,1.0500562421480815,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,4,2018-12-06,0.36961566925048833,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,5,2019-01-25,0.5605600682894387,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,6,2020-01-03,0.6687401525179547,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,7,2020-01-22,0.6137145010630289,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,8,2020-02-11,1.0560288921991985,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,9,2020-12-02,0.5124460407098134,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,0,2017-06-01,1.178494644165039,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,1,2017-06-20,1.1566210174560547,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,2,2019-06-09,1.23793394724528,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,3,2019-06-29,2.252004483540853,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,4,2019-07-19,1.0523755645751953,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,5,2019-08-07,0.6432948939005533,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,6,2019-08-27,1.0160713577270506,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,7,2020-07-17,1.523748995463053,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,8,2020-08-06,0.9514372253417971,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,9,2020-08-26,0.8507986068725587,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,0,2017-04-27,1.121295235951742,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,1,2017-05-12,1.327817179361979,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,2,2017-05-27,1.137209841410319,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,3,2019-05-04,0.7906383832295734,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,4,2020-03-13,1.76233670870463,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,5,2020-03-28,1.5945696004231769,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,6,2020-04-12,0.8328169631958006,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,7,2020-04-27,1.5547575441996253,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,8,2020-05-12,1.4500416755676269,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,9,2020-05-27,1.5949273045857746,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,0,2017-09-21,1.0773715337117518,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,1,2017-10-30,0.8341894404093425,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,2,2018-11-05,1.475005610783895,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,3,2018-11-15,1.3310934273401898,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,4,2018-11-24,0.33234413146972663,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,5,2019-09-04,1.0041318511962887,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,6,2019-09-13,1.5711368179321283,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,7,2020-09-29,0.6301668675740562,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,8,2020-11-20,0.5613739466667176,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,9,2020-11-30,0.468559867143631,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,0,2017-12-04,3.3401266744401723,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,1,2017-12-12,1.5241952861679926,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,2,2020-01-03,2.5455264859729336,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,3,2020-01-11,2.1428675746917727,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,4,2020-01-19,2.377139042748346,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,5,2020-01-27,1.38023351960712,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,6,2020-02-04,1.4619714336925085,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,7,2020-02-12,1.6227978205680844,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,8,2020-02-20,1.6378974384731717,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,9,2020-02-29,1.7363657850689356,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,0,2019-06-06,1.8567199283176,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,1,2019-06-11,1.9970328394571943,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,2,2019-06-16,2.1357055706448023,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,3,2019-06-21,2.376137716505262,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,4,2019-06-26,2.5172650273640946,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,5,2019-07-01,1.6005953640407982,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,6,2019-07-06,1.398884417215983,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,7,2019-07-11,1.6765319866604276,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,8,2019-07-16,2.0722611406114364,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,9,2019-07-21,2.3968291431003146,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,0,2020-03-01,1.981129837565952,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,1,2020-03-04,2.1022819360097245,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,2,2020-03-07,2.2013198598225907,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,3,2020-03-10,2.0431842782762315,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,4,2020-03-13,1.9339156617058648,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,5,2020-03-16,2.094964387681749,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,6,2020-03-19,1.9479929171668156,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,7,2020-03-22,2.0122367975446918,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,8,2020-03-25,1.9222058529324,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,9,2020-03-28,2.010417122311062,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008,2017|2018|2019|2020
