network_id,station_id,gap_length,placement,mechanism,gap_start,observed_recovery_loss
gkd_bayern_main,24064003,60,75,a_uniform_block,2023-10-22,1.146002605756124
gkd_bayern_main,24064003,60,76,a_uniform_block,2024-04-05,1.399075485865275
gkd_bayern_main,24064003,60,77,a_uniform_block,2024-07-15,1.9353323173522954
gkd_bayern_main,24064003,60,78,a_uniform_block,2025-05-01,1.196094779968262
gkd_bayern_main,24064003,60,79,a_uniform_block,2025-10-10,0.6065129152933758
gkd_bayern_main,24064003,90,80,a_uniform_block,2013-09-12,0.906784511142307
gkd_bayern_main,24064003,90,81,a_uniform_block,2014-09-15,0.8186548307206896
gkd_bayern_main,24064003,90,82,a_uniform_block,2015-07-11,1.362831817203098
gkd_bayern_main,24064003,90,83,a_uniform_block,2016-01-25,0.9913994344075522
gkd_bayern_main,24064003,90,84,a_uniform_block,2017-02-10,1.2508912054697672
gkd_bayern_main,24064003,90,85,a_uniform_block,2018-04-17,1.6564468299018014
gkd_bayern_main,24064003,90,86,a_uniform_block,2019-07-09,2.0445689815945096
gkd_bayern_main,24064003,90,87,a_uniform_block,2019-09-21,1.0526335938771565
gkd_bayern_main,24064003,90,88,a_uniform_block,2021-04-13,2.2636479420132103
gkd_bayern_main,24064003,90,89,a_uniform_block,2021-06-26,0.7979593743218316
gkd_bayern_main,24064003,90,90,a_uniform_block,2021-09-08,0.5823011822170682
gkd_bayern_main,24064003,90,91,a_uniform_block,2021-11-21,1.7267815187242297
gkd_bayern_main,24064003,90,92,a_uniform_block,2022-02-03,1.499990304311117
gkd_bayern_main,24064003,90,93,a_uniform_block,2022-12-24,1.802065717909071
gkd_bayern_main,24064003,90,94,a_uniform_block,2023-03-08,0.981750995847914
gkd_bayern_main,24064003,90,95,a_uniform_block,2023-08-19,1.1539345656500923
gkd_bayern_main,24064003,90,96,a_uniform_block,2024-02-03,0.8941543557908801
gkd_bayern_main,24064003,90,97,a_uniform_block,2024-04-17,1.056827589670817
gkd_bayern_main,24064003,90,98,a_uniform_block,2024-09-29,1.0382158554924859
gkd_bayern_main,24064003,90,99,a_uniform_block,2025-09-10,0.8281984053717717
gkd_bayern_main,24064003,180,100,a_uniform_block,2015-12-02,3.267096555497911
gkd_bayern_main,24064003,180,101,a_uniform_block,2015-12-27,3.4282682752609253
gkd_bayern_main,24064003,180,102,a_uniform_block,2019-06-10,4.265548167228698
gkd_bayern_main,24064003,180,103,a_uniform_block,2019-07-05,1.2727199686898125
gkd_bayern_main,24064003,180,104,a_uniform_block,2019-07-31,1.5121548602316113
gkd_bayern_main,24064003,180,105,a_uniform_block,2021-04-02,3.509775193532308
gkd_bayern_main,24064003,180,106,a_uniform_block,2021-04-28,5.803641668955485
gkd_bayern_main,24064003,180,107,a_uniform_block,2021-05-23,5.460584011077881
gkd_bayern_main,24064003,180,108,a_uniform_block,2021-06-18,1.9218151585261025
gkd_bayern_main,24064003,180,109,a_uniform_block,2021-07-13,2.280172936651442
gkd_bayern_main,24064003,180,110,a_uniform_block,2021-08-08,2.044076755311754
gkd_bayern_main,24064003,180,111,a_uniform_block,2021-09-02,2.8840680525037974
gkd_bayern_main,24064003,180,112,a_uniform_block,2021-09-28,5.349252180523342
gkd_bayern_main,24064003,180,113,a_uniform_block,2021-10-23,4.487261589898003
gkd_bayern_main,24064003,180,114,a_uniform_block,2022-11-20,4.399303401311239
gkd_bayern_main,24064003,180,115,a_uniform_block,2022-12-15,3.3458415733443365
gkd_bayern_main,24064003,180,116,a_uniform_block,2024-01-09,1.519791587193807
gkd_bayern_main,24064003,180,117,a_uniform_block,2024-02-03,0.7888003571828207
gkd_bayern_main,24064003,180,118,a_uniform_block,2024-02-29,1.8355530601077608
gkd_bayern_main,24064003,180,119,a_uniform_block,2024-03-26,4.19023633533054
gkd_bayern_main,24064003,365,120,a_uniform_block,2021-04-02,4.721841991372305
gkd_bayern_main,24064003,365,121,a_uniform_block,2021-04-04,4.685032100938771
gkd_bayern_main,24064003,365,122,a_uniform_block,2021-04-06,4.721106688617027
gkd_bayern_main,24064003,365,123,a_uniform_block,2021-04-08,5.0642486768226105
gkd_bayern_main,24064003,365,124,a_uniform_block,2021-04-10,5.200324296820654
gkd_bayern_main,24064003,365,125,a_uniform_block,2021-04-12,5.053991228391046
gkd_bayern_main,24064003,365,126,a_uniform_block,2021-04-14,5.184112499184804
gkd_bayern_main,24064003,365,127,a_uniform_block,2021-04-16,5.455021904723285
gkd_bayern_main,24064003,365,128,a_uniform_block,2021-04-18,5.472107705416745
gkd_bayern_main,24064003,365,129,a_uniform_block,2021-04-20,5.550821663843442
gkd_bayern_main,24064003,365,130,a_uniform_block,2021-04-22,5.519230003356934
gkd_bayern_main,24064003,365,131,a_uniform_block,2021-04-24,5.2831858621884695
gkd_bayern_main,24064003,365,132,a_uniform_block,2021-04-26,5.094634746394745
gkd_bayern_main,24064003,365,133,a_uniform_block,2021-04-28,5.002706522484348
gkd_bayern_main,24064003,365,134,a_uniform_block,2021-04-30,5.011525748265933
gkd_bayern_main,24064003,365,135,a_uniform_block,2021-05-02,5.19100838334593
gkd_bayern_main,24064003,365,136,a_uniform_block,2021-05-04,5.444069271348928
gkd_bayern_main,24064003,365,137,a_uniform_block,2021-05-06,5.586849958341416
gkd_bayern_main,24064003,365,138,a_uniform_block,2021-05-08,5.9440705385600054
gkd_bayern_main,24064003,365,139,a_uniform_block,2021-05-10,6.094435668840801
gkd_bayern_main,24064003,7,140,b_multi_block,2013-01-01,0.38021462304251524
gkd_bayern_main,24064003,7,141,b_multi_block,2013-10-07,0.5019418443952285
gkd_bayern_main,24064003,7,142,b_multi_block,2014-08-24,0.48244541713169653
gkd_bayern_main,24064003,7,143,b_multi_block,2015-05-22,0.27606244768415167
gkd_bayern_main,24064003,7,144,b_multi_block,2015-12-19,0.11678701128278453
gkd_bayern_main,24064003,7,145,b_multi_block,2016-07-20,0.10919521876743842
gkd_bayern_main,24064003,7,146,b_multi_block,2017-05-02,0.6244300842285158
gkd_bayern_main,24064003,7,147,b_multi_block,2018-03-23,0.09178578513009203
gkd_bayern_main,24064003,7,148,b_multi_block,2019-06-05,0.22239107404436403
gkd_bayern_main,24064003,7,149,b_multi_block,2019-12-17,0.13025168010166713
gkd_bayern_main,24064003,7,150,b_multi_block,2020-10-02,0.15792745862688332
gkd_bayern_main,24064003,7,151,b_multi_block,2021-06-12,0.42205069405691986
gkd_bayern_main,24064003,7,152,b_multi_block,2021-12-24,0.4779624938964844
gkd_bayern_main,24064003,7,153,b_multi_block,2022-07-24,0.22691192626953136
gkd_bayern_main,24064003,7,154,b_multi_block,2023-02-12,0.3135721002306257
gkd_bayern_main,24064003,7,155,b_multi_block,2023-09-02,0.08945225306919673
gkd_bayern_main,24064003,7,156,b_multi_block,2024-03-26,0.16509756360735217
gkd_bayern_main,24064003,7,157,b_multi_block,2024-10-15,0.30241077968052466
gkd_bayern_main,24064003,7,158,b_multi_block,2025-05-19,0.35096898760114364
gkd_bayern_main,24064003,7,159,b_multi_block,2025-12-19,0.6643011774335589
gkd_bayern_main,24064003,14,160,b_multi_block,2013-01-01,0.3324591296059744
gkd_bayern_main,24064003,14,161,b_multi_block,2013-11-10,0.25268478393554694
gkd_bayern_main,24064003,14,162,b_multi_block,2014-10-26,0.12572071892874565
gkd_bayern_main,24064003,14,163,b_multi_block,2015-08-06,0.5066034044538227
gkd_bayern_main,24064003,14,164,b_multi_block,2016-02-26,0.18584538187299454
gkd_bayern_main,24064003,14,165,b_multi_block,2017-02-06,0.37858042546681
gkd_bayern_main,24064003,14,166,b_multi_block,2017-10-31,0.10016482216971274
gkd_bayern_main,24064003,14,167,b_multi_block,2018-08-15,0.45458899906703437
gkd_bayern_main,24064003,14,168,b_multi_block,2019-09-27,0.2960963930402482
gkd_bayern_main,24064003,14,169,b_multi_block,2020-05-08,0.6382731710161487
gkd_bayern_main,24064003,14,170,b_multi_block,2021-04-14,0.409416253226144
gkd_bayern_main,24064003,14,171,b_multi_block,2021-09-29,0.1808514867510116
gkd_bayern_main,24064003,14,172,b_multi_block,2022-03-16,0.3834893567221506
gkd_bayern_main,24064003,14,173,b_multi_block,2022-10-07,0.14182846886771053
gkd_bayern_main,24064003,14,174,b_multi_block,2023-04-11,0.31721423012869693
gkd_bayern_main,24064003,14,175,b_multi_block,2023-10-14,0.2503272465297153
gkd_bayern_main,24064003,14,176,b_multi_block,2024-04-20,0.6645511763436452
gkd_bayern_main,24064003,14,177,b_multi_block,2024-10-23,0.19011829921177462
gkd_bayern_main,24064003,14,178,b_multi_block,2025-05-20,0.4652447291782923
gkd_bayern_main,24064003,14,179,b_multi_block,2025-11-22,0.4579534053802491
gkd_bayern_main,24064003,30,180,b_multi_block,2013-01-01,0.5637507438659668
gkd_bayern_main,24064003,30,181,b_multi_block,2014-07-25,0.43570826212565084
gkd_bayern_main,24064003,30,182,b_multi_block,2015-05-24,0.6894104512532554
gkd_bayern_main,24064003,30,183,b_multi_block,2015-12-12,0.3249110730489094
gkd_bayern_main,24064003,30,184,b_multi_block,2016-04-22,0.7012663523356121
gkd_bayern_main,24064003,30,185,b_multi_block,2017-05-09,0.6140281041463213
gkd_bayern_main,24064003,30,186,b_multi_block,2018-06-14,0.35256935119628907
gkd_bayern_main,24064003,30,187,b_multi_block,2019-08-16,0.6424851862589517
gkd_bayern_main,24064003,30,188,b_multi_block,2019-12-26,0.378563108444214
gkd_bayern_main,24064003,30,189,b_multi_block,2021-04-16,0.3692879486083985
gkd_bayern_main,24064003,30,190,b_multi_block,2021-08-26,0.3792767842610679
gkd_bayern_main,24064003,30,191,b_multi_block,2022-01-05,0.24036144574483237
gkd_bayern_main,24064003,30,192,b_multi_block,2022-07-31,0.26426698048909464
gkd_bayern_main,24064003,30,193,b_multi_block,2023-01-17,0.4951197497049968
gkd_bayern_main,24064003,30,194,b_multi_block,2023-07-04,0.30895736694335935
gkd_bayern_main,24064003,30,195,b_multi_block,2023-11-13,0.36506034533182774
gkd_bayern_main,24064003,30,196,b_multi_block,2024-05-03,0.4836339823404947
gkd_bayern_main,24064003,30,197,b_multi_block,2024-10-19,0.24327625910441095
gkd_bayern_main,24064003,30,198,b_multi_block,2025-05-18,0.4038969421386721
gkd_bayern_main,24064003,30,199,b_multi_block,2025-11-03,0.24061984380086274
gkd_bayern_main,24064003,60,200,b_multi_block,2013-09-12,0.40662239233652736
gkd_bayern_main,24064003,60,201,b_multi_block,2014-09-12,0.46453976313273115
gkd_bayern_main,24064003,60,202,b_multi_block,2015-07-06,0.5912596893310547
gkd_bayern_main,24064003,60,203,b_multi_block,2016-01-18,0.437132436434428
gkd_bayern_main,24064003,60,204,b_multi_block,2016-04-16,0.6792485713958737
gkd_bayern_main,24064003,60,205,b_multi_block,2018-04-05,0.535186980565389
gkd_bayern_main,24064003,60,206,b_multi_block,2019-06-25,0.6867547162373863
gkd_bayern_main,24064003,60,207,b_multi_block,2019-09-22,0.31254182656606044
gkd_bayern_main,24064003,60,208,b_multi_block,2020-04-10,0.4764680767059327
gkd_bayern_main,24064003,60,209,b_multi_block,2021-06-26,0.5013426844278973
gkd_bayern_main,24064003,60,210,b_multi_block,2021-09-23,0.26863312721252436
gkd_bayern_main,24064003,60,211,b_multi_block,2021-12-22,0.5647406117121377
gkd_bayern_main,24064003,60,212,b_multi_block,2022-08-10,0.2693465900421141
gkd_bayern_main,24064003,60,213,b_multi_block,2023-01-19,0.48794656038284306
gkd_bayern_main,24064003,60,214,b_multi_block,2023-06-30,0.6254765129089355
gkd_bayern_main,24064003,60,215,b_multi_block,2023-09-28,0.33883670012156164
gkd_bayern_main,24064003,60,216,b_multi_block,2024-03-11,0.6635537497202556
gkd_bayern_main,24064003,60,217,b_multi_block,2024-06-09,0.5547965876261391
gkd_bayern_main,24064003,60,218,b_multi_block,2025-04-19,0.5663312149047851
gkd_bayern_main,24064003,60,219,b_multi_block,2025-09-28,0.3552044709523519
gkd_bayern_main,24064003,90,220,b_multi_block,2014-07-07,0.5523569191826714
gkd_bayern_main,24064003,90,221,b_multi_block,2015-05-06,0.7487571398417157
gkd_bayern_main,24064003,90,222,b_multi_block,2015-07-06,0.5151215383741591
gkd_bayern_main,24064003,90,223,b_multi_block,2016-01-25,0.42937818262312155
gkd_bayern_main,24064003,90,224,b_multi_block,2017-02-15,0.3336897940105861
gkd_bayern_main,24064003,90,225,b_multi_block,2019-05-24,0.7863825352986653
gkd_bayern_main,24064003,90,226,b_multi_block,2019-07-24,0.4442944102817113
gkd_bayern_main,24064003,90,227,b_multi_block,2019-09-23,0.36103449185689285
gkd_bayern_main,24064003,90,228,b_multi_block,2021-04-20,0.593006362915039
gkd_bayern_main,24064003,90,229,b_multi_block,2021-06-20,0.6035899013943141
gkd_bayern_main,24064003,90,230,b_multi_block,2021-08-20,0.31269934654235854
gkd_bayern_main,24064003,90,231,b_multi_block,2021-10-20,0.3469554562038845
gkd_bayern_main,24064003,90,232,b_multi_block,2021-12-20,0.48917617162068694
gkd_bayern_main,24064003,90,233,b_multi_block,2022-12-02,0.5346210368474325
gkd_bayern_main,24064003,90,234,b_multi_block,2023-02-01,0.4736226887173123
gkd_bayern_main,24064003,90,235,b_multi_block,2023-07-20,0.48294636196560303
gkd_bayern_main,24064003,90,236,b_multi_block,2024-01-09,0.4708981190787422
gkd_bayern_main,24064003,90,237,b_multi_block,2024-03-10,0.6507462501525879
gkd_bayern_main,24064003,90,238,b_multi_block,2024-05-10,0.5031026373969182
gkd_bayern_main,24064003,90,239,b_multi_block,2025-08-23,0.4231600952148438
gkd_bayern_main,24064003,180,240,b_multi_block,2015-12-02,0.6659786025683085
gkd_bayern_main,24064003,180,241,b_multi_block,2019-05-30,0.6683597003089058
gkd_bayern_main,24064003,180,242,b_multi_block,2019-06-18,0.8045278321372139
gkd_bayern_main,24064003,180,243,b_multi_block,2019-07-07,0.629488250149621
gkd_bayern_main,24064003,180,244,b_multi_block,2019-07-27,0.7019249863094754
gkd_bayern_main,24064003,180,245,b_multi_block,2021-04-13,0.8258750745985244
gkd_bayern_main,24064003,180,246,b_multi_block,2021-05-02,0.43956037468380393
gkd_bayern_main,24064003,180,247,b_multi_block,2021-05-22,0.7099091450373332
gkd_bayern_main,24064003,180,248,b_multi_block,2021-06-10,0.6682137823104858
gkd_bayern_main,24064003,180,249,b_multi_block,2021-06-29,0.6648732084698149
gkd_bayern_main,24064003,180,250,b_multi_block,2021-07-19,0.5721579885482788
gkd_bayern_main,24064003,180,251,b_multi_block,2021-08-07,0.5357675409317018
gkd_bayern_main,24064003,180,252,b_multi_block,2021-08-26,0.4479874118169148
gkd_bayern_main,24064003,180,253,b_multi_block,2021-09-15,0.5131405965487162
gkd_bayern_main,24064003,180,254,b_multi_block,2021-10-04,0.6710107252332899
gkd_bayern_main,24064003,180,255,b_multi_block,2022-11-15,0.8045939326286315
gkd_bayern_main,24064003,180,256,b_multi_block,2024-01-07,0.8466487370596991
gkd_bayern_main,24064003,180,257,b_multi_block,2024-01-26,0.8393919494416978
gkd_bayern_main,24064003,180,258,b_multi_block,2024-02-14,0.6363598627514309
gkd_bayern_main,24064003,180,259,b_multi_block,2024-03-05,0.7329666593339708
gkd_bayern_main,24064003,365,260,b_multi_block,2021-04-02,0.8960890388488769
gkd_bayern_main,24064003,365,261,b_multi_block,2021-04-03,0.9108943061306052
gkd_bayern_main,24064003,365,262,b_multi_block,2021-04-04,0.9644133685386345
gkd_bayern_main,24064003,365,263,b_multi_block,2021-04-05,1.0166619588250982
gkd_bayern_main,24064003,365,264,b_multi_block,2021-04-06,1.0773068579582317
gkd_bayern_main,24064003,365,265,b_multi_block,2021-04-07,1.1160956205080634
gkd_bayern_main,24064003,365,266,b_multi_block,2021-04-08,1.1565974457623207
gkd_bayern_main,24064003,365,267,b_multi_block,2021-04-09,1.1927647812725746
gkd_bayern_main,24064003,365,268,b_multi_block,2021-04-10,1.1903101283556796
gkd_bayern_main,24064003,365,269,b_multi_block,2021-04-11,1.1562348457231915
gkd_bayern_main,24064003,365,270,b_multi_block,2021-04-12,1.0899311998445695
gkd_bayern_main,24064003,365,271,b_multi_block,2021-04-13,0.9971049726825871
gkd_bayern_main,24064003,365,272,b_multi_block,2021-04-14,0.9157144097106096
gkd_bayern_main,24064003,365,273,b_multi_block,2021-04-15,0.8354169882160343
gkd_bayern_main,24064003,365,274,b_multi_block,2021-04-16,0.8189954775980074
gkd_bayern_main,24064003,365,275,b_multi_block,2021-04-17,0.8079886028864611
gkd_bayern_main,24064003,365,276,b_multi_block,2021-04-18,0.8319733776458322
gkd_bayern_main,24064003,365,277,b_multi_block,2021-04-19,0.8575958191858579
gkd_bayern_main,24064003,7,278,c_summer_biased,2013-06-01,0.8533349718366348
gkd_bayern_main,24064003,7,279,c_summer_biased,2014-07-07,0.3843298230852404
gkd_bayern_main,24064003,7,280,c_summer_biased,2014-09-14,0.13852571759905175
gkd_bayern_main,24064003,7,281,c_summer_biased,2015-07-24,0.1655902862548828
gkd_bayern_main,24064003,7,282,c_summer_biased,2016-05-31,0.9735406603131972
gkd_bayern_main,24064003,7,283,c_summer_biased,2016-09-11,0.4353128160749158
gkd_bayern_main,24064003,7,284,c_summer_biased,2017-08-01,0.13319298880440858
gkd_bayern_main,24064003,7,285,c_summer_biased,2018-07-22,0.37267270769391764
gkd_bayern_main,24064003,7,286,c_summer_biased,2019-06-07,0.2929373604910711
gkd_bayern_main,24064003,7,287,c_summer_biased,2019-08-15,0.2386460985456194
gkd_bayern_main,24064003,7,288,c_summer_biased,2020-07-09,0.31994089399065323
gkd_bayern_main,24064003,7,289,c_summer_biased,2021-06-22,0.49717587062290647
gkd_bayern_main,24064003,7,290,c_summer_biased,2021-08-31,0.24261327471051888
gkd_bayern_main,24064003,7,291,c_summer_biased,2022-07-19,0.36595851353236597
gkd_bayern_main,24064003,7,292,c_summer_biased,2022-09-26,0.15436818259102938
gkd_bayern_main,24064003,7,293,c_summer_biased,2023-08-12,0.08122051783970415
gkd_bayern_main,24064003,7,294,c_summer_biased,2024-06-19,0.46006475176130024
gkd_bayern_main,24064003,7,295,c_summer_biased,2024-08-28,0.17355989728655072
gkd_bayern_main,24064003,7,296,c_summer_biased,2025-07-15,0.33440922328404
gkd_bayern_main,24064003,7,297,c_summer_biased,2025-09-30,0.2314085551670621
gkd_bayern_main,24064003,14,298,c_summer_biased,2013-07-28,0.22250020163399778
gkd_bayern_main,24064003,14,299,c_summer_biased,2014-07-24,0.3519916534423831
gkd_bayern_main,24064003,14,300,c_summer_biased,2014-09-25,0.3958445276532854
gkd_bayern_main,24064003,14,301,c_summer_biased,2015-07-27,1.4905439921787809
gkd_bayern_main,24064003,14,302,c_summer_biased,2015-09-28,0.4213202204023088
gkd_bayern_main,24064003,14,303,c_summer_biased,2016-09-18,0.5389559337071006
gkd_bayern_main,24064003,14,304,c_summer_biased,2018-06-10,0.4538969584873743
gkd_bayern_main,24064003,14,305,c_summer_biased,2018-08-26,0.6286777496337892
gkd_bayern_main,24064003,14,306,c_summer_biased,2019-06-30,0.4939309801374162
gkd_bayern_main,24064003,14,307,c_summer_biased,2019-08-31,0.46472658429826985
gkd_bayern_main,24064003,14,308,c_summer_biased,2020-08-15,0.5521470478602818
gkd_bayern_main,24064003,14,309,c_summer_biased,2021-07-18,0.7049739837646481
gkd_bayern_main,24064003,14,310,c_summer_biased,2021-09-19,0.32224322727748395
gkd_bayern_main,24064003,14,311,c_summer_biased,2022-08-08,0.28310658591134163
gkd_bayern_main,24064003,14,312,c_summer_biased,2023-06-23,0.32756707327706486
gkd_bayern_main,24064003,14,313,c_summer_biased,2023-08-25,0.9309949874877932
gkd_bayern_main,24064003,14,314,c_summer_biased,2024-06-26,0.7750482831682477
gkd_bayern_main,24064003,14,315,c_summer_biased,2024-08-27,0.5159715379987446
gkd_bayern_main,24064003,14,316,c_summer_biased,2025-07-15,0.18793937138148767
gkd_bayern_main,24064003,14,317,c_summer_biased,2025-09-30,0.4117471286228723
gkd_bayern_main,24064003,30,318,c_summer_biased,2013-07-28,0.43200013478596977
gkd_bayern_main,24064003,30,319,c_summer_biased,2014-07-29,0.4813698323567708
gkd_bayern_main,24064003,30,320,c_summer_biased,2014-09-18,0.39661938349405934
gkd_bayern_main,24064003,30,321,c_summer_biased,2015-07-09,0.8737265523274741
gkd_bayern_main,24064003,30,322,c_summer_biased,2015-08-30,0.5187458229064943
gkd_bayern_main,24064003,30,323,c_summer_biased,2017-06-09,0.7769161351521812
gkd_bayern_main,24064003,30,324,c_summer_biased,2018-07-10,0.6015512847900395
gkd_bayern_main,24064003,30,325,c_summer_biased,2019-06-17,2.0585838699340817
gkd_bayern_main,24064003,30,326,c_summer_biased,2019-08-08,0.810033582051595
gkd_bayern_main,24064003,30,327,c_summer_biased,2019-09-28,0.7805343691507974
gkd_bayern_main,24064003,30,328,c_summer_biased,2021-07-06,0.9474350865681964
gkd_bayern_main,24064003,30,329,c_summer_biased,2021-08-26,0.6929946390787762
gkd_bayern_main,24064003,30,330,c_summer_biased,2022-07-20,0.38731753031412797
gkd_bayern_main,24064003,30,331,c_summer_biased,2022-09-09,1.0537831942240397
gkd_bayern_main,24064003,30,332,c_summer_biased,2023-07-18,1.492600034077962
gkd_bayern_main,24064003,30,333,c_summer_biased,2023-09-07,0.7619641494750978
gkd_bayern_main,24064003,30,334,c_summer_biased,2024-06-28,0.6362315622965494
gkd_bayern_main,24064003,30,335,c_summer_biased,2024-08-18,1.224539210001628
