site_id,name,river,code_cours_eau,latitude,longitude,begin,end,department,source
04015050,SORNIN à SAINT-MAURICE-LES-CHATEAUNEUF,le Sornin,K10-0300,46.228475035,4.259195075,,,Saône-et-Loire,hubeau
04014500,TEYSSONNE à SAINT-FORGEUX-LESPINASSE,la Teyssonne,K1084000,46.126335076,3.944926269,,,Loire,hubeau
04013978,RANCONNET à AMPLEPUIS,,K0949200,45.944726369,4.351725702,,,Rhône,hubeau
04012200,AIX à SAINT-GEORGES-DE-BAROILLE,l'Aix,K08-0300,45.834741998,4.130428182,,,Loire,hubeau
04012050,RAU DU BOST à BUSSY-ALBIEUX,goutte du Moulin,K0835000,45.808894571,4.026806437,,,Loire,hubeau
04009350,MARE à SAINT-MARCELLIN-EN-FOREZ,la Mare,K06-0310,45.496587298,4.155904475,,,Loire,hubeau
04009050,COISE à LARAJASSE,la Coise,K06-0330,45.627989065,4.525578682,,,Rhône,hubeau
04003900,ANCE DU NORD à BEAUZAC,l'Ance,K05-0300,45.285562614,4.11411131,,,Haute-Loire,hubeau
04003645,ANCE DU NORD à SAUVESSANGES,l'Ance,K05-0300,45.379774285,3.890924135,,,Puy-de-Dôme,hubeau
04003355,DUNIERES à DUNIERES,la Dunières,K0454000,45.220056143,4.331558616,,,Haute-Loire,hubeau
04003340,RAU DE ST-JULIEN à SAINT-JULIEN-MOLHESABATE,le Saint Julien,K0454800,45.181744472,4.388112978,,,Haute-Loire,hubeau
04002870,LIGNON à CHAUDEYROLLES,le Lignon,K04-0300,44.96387977,4.178732398,,,Haute-Loire,hubeau
04001600,SAY à SAINT-JEAN-DE-NAY,,K0249300,45.044381262,3.699206269,,,Haute-Loire,hubeau
04000948,GAGNE à SAINT-JULIEN-CHAPTEUIL,la Gagne,K0214000,44.992631022,4.059834713,,,Haute-Loire,hubeau
04000600,LOIRE à GOUDET,la Loire,----0000,44.891747794,3.921178458,,,Haute-Loire,hubeau
04000100,LOIRE à SAINTE-EULALIE,la Loire,----0000,44.823864762,4.194331861,,,Ardèche,hubeau
03272685,LA SÉLUNE A SAINT-AUBIN-DE-TERREGATTE 1,La Selune,I9--0200,48.596183376,-1.292782406,,,Manche,hubeau
03271415,LA CANCE A ROMAGNY 1,La Cance,I90-0400,48.621232751,-0.941232585,,,Manche,hubeau
03271000,LA SÉE A TIREPIED,La See,I8--0200,48.709066551,-1.261783681,,,Manche,hubeau
03270390,LE GLANON A CUVES 2,Le Glanon,I8040600,48.731057612,-1.103258547,,,Manche,hubeau
03270000,LA SÉE A CHERENCE-LE-ROUSSEL 1,La See,I8--0200,48.709175083,-1.01990205,,,Manche,hubeau
03269438,LA SÉE ROUSSE A SOURDEVAL 2,La See Rousse,I8004000,48.701055698,-0.901617517,,,Manche,hubeau
03265993,L'AIROU A VER 2,L'Airou,I71-0400,48.897917102,-1.387725158,,,Manche,hubeau
03265710,LA BERENCE A GAVRAY,,,48.90460146,-1.348583042,,,Manche,hubeau
03265600,LA SIENNE A LA BALEINE 1,La Sienne,I7--0200,48.934782746,-1.296099825,,,Manche,hubeau
03261600,LE RUISSEAU DE LA GRANDE VALLÉE A VAUVILLE 2,Ruisseau de la Grande Vallee,I6607200,49.637712028,-1.841962756,,,Manche,hubeau
03257800,LA SAIRE A BRILLEVAST 1,La Saire,I63-0400,49.61343304,-1.404082462,,,Manche,hubeau
03255580,LA TAUTE A SAINT-ANDRE-DE-BOHON 1,La Taute,I52-0400,49.220805627,-1.272282702,,,Manche,hubeau
03250797,LA RIVIÈRE DE JACRE A DOMJEAN 2,Rivière de Jacre la,I4310600,48.998239116,-1.06270034,,,Manche,hubeau
03250475,LA VIRE A MALLOUE 1,La Vire,I4--0200,48.936150176,-0.964850652,,,Calvados,hubeau
03250430,LA SOULEUVRE A CARVILLE 1,La Souleuvre,I42-0400,48.947045847,-0.888959115,,,Calvados,hubeau
03248401,LA VIRE A TRUTTEMER-LE-GRAND 1,La Vire,I4--0200,48.784067122,-0.828550064,,,Calvados,hubeau
03247210,LA DRÔME A LA VACQUERIE 1,La Drome,I45-0420,49.09051338,-0.880906188,,,Calvados,hubeau
03241957,LE NOIREAU A BERJOU 1,Le Noireau,I24-0400,48.858999671,-0.483082328,,,Orne,hubeau
03241170,LA DURANCE A TINCHEBRAY,,,48.767372838,-0.714545435,,,Orne,hubeau
03240100,LA ROUVRE A FAVEROLLES 2,La Rouvre,I23-0400,48.670312372,-0.306889882,,,Orne,hubeau
03237617,L'ORNE A CLINCHAMPS-SUR-ORNE 1,L'Orne,I2--0200,49.098265479,-0.404621267,,,Calvados,hubeau
03236730,LE VIEUX RUISSEAU A CURCY-SUR-ORNE 1,Le Vieux Ruisseau,I2529000,48.995114345,-0.513730649,,,Calvados,hubeau
03234956,LA FONTAINE AU HÉRON A SAINT-AUBERT-SUR-ORNE 1,La Fontaine au Heron,I2239000,48.777505229,-0.309978767,,,Orne,hubeau
03234650,L'ORNE A SERANS 1,L'Orne,I2--0200,48.741200108,-0.173816283,,,Orne,hubeau
03234215,L'HOUAY A MOULINS-SUR-ORNE 1,L'Houay,I2129000,48.748363353,-0.061340768,,,Orne,hubeau
03233980,L'URE A SILLY-EN-GOUFFERN 2,L'Ure,I21-0400,48.753659815,0.100385111,,,Orne,hubeau
03232450,LA VIE A COUPESARTE 1,La Vie,I13-0400,49.057335033,0.114931442,,,Calvados,hubeau
03232080,LA MONNE A LES AUTELS-SAINT-BAZILE 1,La Monne,I1330600,48.946930624,0.119139998,,,Calvados,hubeau
03231740,LA VIE A GUERQUESALLES 1,La Vie,I13-0400,48.904119713,0.212126844,,,Orne,hubeau
03231065,LA MUANCE A MOULT 1,La Muance,I14-0400,49.11120147,-0.152864178,,,Calvados,hubeau
03226640,LA COURTONNE A COURTONNE-LA-MEURDRAC 2,,,49.124361735,0.336399467,,,Calvados,hubeau
03226300,LA TOUQUES A SAINT-MARTIN-DE-LA-LIEUE 1,La Touques,I0--0200,49.105316671,0.216533093,,,Calvados,hubeau
03223200,LA CHARENTONNE A FERRIERES-SAINT-HILAIRE 1,La Charentonne,H61-0400,49.016032414,0.553416839,,,Eure,hubeau
03222780,LA GUIEL A VERNEUSSES 1,La Guiel,H6110600,48.901086702,0.456930259,,,Eure,hubeau
03222418,LE TREMONT A SAINT-EVROULT-NOTRE-DAME-DU-BOIS 1,,,48.776618563,0.412172565,,,Orne,hubeau
03221500,LA RISLE A FONTAINE-LA-SORET 2,La Risle,H6--0200,49.153236289,0.729344844,,,Eure,hubeau
03217400,LA VALMONT A COLLEVILLE 1,Rivière de Valmont,G7--0200,49.743947476,0.479315969,,,Seine-Maritime,hubeau
03212090,LA BÉTHUNE A ARQUES-LA-BATAILLE 1,L'Arques,G2--0200,49.881619971,1.138854287,,,Seine-Maritime,hubeau
03207020,LA RIVIERE DU COMMERCE A LILLEBONNE 3,Rivière du Commerce,H5130600,49.506210238,0.535889212,,,Seine-Maritime,hubeau
03205000,LA RANÇON A SAINT-WANDRILLE-RANCON 2,La Rancon,H5111000,49.523824609,0.75106503,,,Seine-Maritime,hubeau
03202250,LE CAILLY A LE HOULME 1,Le Cailly,H5040600,49.50839983,1.036954004,,,Seine-Maritime,hubeau
03197000,L'ITON A CHAISE-DIEU-DU-THEIL 1,L'Iton,H43-0400,48.764813129,0.761750555,,,Eure,hubeau
03193520,LA BLAISE A SAINT-ANGE-ET-TORCAY 1,La Blaise,H41-0410,48.65040125,1.237363811,,,Eure-et-Loir,hubeau
03190300,L'EURE A CROTH 2,L'Eure,H4--0200,48.843316282,1.380537311,,,Eure,hubeau
03180100,L'ANDELLE A RADEPONT 1,L'Andelle,H32-0400,49.353519128,1.325227245,,,Eure,hubeau
03178835,LE CREVON A SAINT-AIGNAN-SUR-RY 1,Le Crevon,H3249000,49.489405915,1.32327277,,,Seine-Maritime,hubeau
03178692,LE HÉRON A ELBEUF-SUR-ANDELLE 1,Le Heron,H3239000,49.476652023,1.405202963,,,Seine-Maritime,hubeau
03178000,L'EPTE A FOURGES 1,L'Epte,H31-0400,49.119980322,1.64512256,,,Eure,hubeau
03174695,LA RIVIÈRE DE MÉSANGUEVILLE A DAMPIERRE-EN-BRAY 2,Ruisseau de Mesangueville,H3109000,49.533033958,1.686726922,,,Seine-Maritime,hubeau
03174000,LA SEINE A POSES 2,La Seine,----0010,49.310144107,1.23665644,,,Eure,hubeau
03170100,LA MAULDRE A EPONE 1,La Mauldre,H30-0400,48.967727806,1.823740694,,,Yvelines,hubeau
03167000,LE SAUSSERON A NESLES-LA-VALLEE 1,Le Sausseron,H2269000,49.126061049,2.171535869,,,Val-d'Oise,hubeau
03164180,L'AVELON A LACHAPELLE-AUX-POTS 1,L'Avelon,H2130600,49.432331763,1.936695367,,,Oise,hubeau
03163300,LE THERAIN A HERICOURT-SUR-THERAIN 2,Le Therain,H21-0400,49.581532082,1.758347481,,,Oise,hubeau
03162240,LA BRÈCHE A ETOUY 1,La Breche,H20-0420,49.414997738,2.35701448,,,Oise,hubeau
03160000,LA VESLE A TAISSY 2,La Vesle,H15-0400,49.215513911,4.095313479,,,Marne,hubeau
03157485,LA SUIPPE A DONTRIEN 1,La Suippe,H13-0410,49.237001844,4.409559607,,,Marne,hubeau
03156995,L'AIRE A GRANDPRE 3,L'Aire,H1181001,49.340364356,4.872091792,,,Ardennes,hubeau
03156580,L'AIRE A VARENNES-EN-ARGONNE 1,L'Aire,H11-0400,49.227888673,5.034368743,,,Meuse,hubeau
03156350,L'AIRE A RARECOURT 1,L'Aire,H11-0400,49.074498614,5.120887883,,,Meuse,hubeau
03156000,L'AISNE A CHOISY-AU-BAC 1,L'Aisne,H1--0200,49.436146948,2.876470159,,,Oise,hubeau
03152000,L'AISNE A CONDE-SUR-AISNE 1,L'Aisne,H1--0200,49.398577833,3.47521073,,,Aisne,hubeau
03149900,LA RETOURNE A SAULT-SAINT-REMY 1,La Retourne,H1360600,49.423237294,4.162760841,,,Ardennes,hubeau
03149630,L'AISNE A BALHAM 1,L'Aisne,H1--0200,49.491813669,4.157039256,,,Ardennes,hubeau
03149353,LA VAUX A HAUTEVILLE 1,La Vaux,H13-0400,49.583735087,4.307492368,,,Ardennes,hubeau
03149081,L'AISNE A ATTIGNY 1,L'Aisne,H1--0200,49.480110153,4.579073297,,,Ardennes,hubeau
03148220,LA FOURNELLE A QUATRE-CHAMPS 1,La Fournelle,H1220600,49.440394684,4.76519883,,,Ardennes,hubeau
03145985,L'AISNE A CHAUDEFONTAINE 1,L'Aisne,H1--0200,49.101741344,4.868924485,,,Marne,hubeau
03145290,L'AISNE A LISLE-EN-BARROIS 1,L'Aisne,H1--0200,48.915019015,5.065919321,,,Meuse,hubeau
03144475,LE VILPION A MARCY-SOUS-MARLE 1,Le Vilpion,H01-0410,49.737425294,3.740464362,,,Aisne,hubeau
03143225,LA SERRE A LE FRETY 2,La Serre,H01-0400,49.734515082,4.259269838,,,Ardennes,hubeau
03142520,L'AILETTE A LANDRICOURT 2,L'Ailette,H02-0400,49.492666233,3.363188565,,,Aisne,hubeau
03140400,LA VIOSNE A ABLEIGES 1,La Viosne,H2280600,49.087490019,1.985400521,,,Val-d'Oise,hubeau
03138390,L'ESCHES A BORNEL 1,L'Esches,H2258000,49.200082325,2.203182776,,,Oise,hubeau
03138000,L'OISE A BEAUMONT-SUR-OISE 1,L'Oise,H---0100,49.145447105,2.285255527,,,Val-d'Oise,hubeau
03136000,L'OISE A PONT-SAINTE-MAXENCE 2,L'Oise,H---0100,49.302897335,2.604164303,,,Oise,hubeau
03134730,LA RIVIÈRE SAINTE-MARIE A GLAIGNES 1,Rivière Sainte-Marie,H2020600,49.27060547,2.850035544,,,Oise,hubeau
03129020,L'OISE A ERLOY 1,L'Oise,H---0100,49.910217749,3.828080624,,,Aisne,hubeau
03128935,LE TON A ORIGNY-EN-THIERACHE 2,Le Ton,H0030600,49.895418841,4.024098921,,,Aisne,hubeau
03128270,LE GLAND A SAINT-MICHEL 2,Le Gland,H0010600,49.922122895,4.159498271,,,Aisne,hubeau
03127370,LA SEINE A MERICOURT 4,La Seine,----0010,49.021328188,1.611228878,,,Yvelines,hubeau
03125000,LA SEINE A POISSY 1,La Seine,----0010,48.93678189,2.038835044,,,Yvelines,hubeau
03122008,LA BIÈVRE A VERRIERES-LE-BUISSON 1,La Bievre,F70-0400,48.745962695,2.229481058,,,Essonne,hubeau
03118300,LE GRAND MORIN A TIGEAUX 1,Le Grand Morin,F65-0400,48.829335534,2.903299343,,,Seine-et-Marne,hubeau
03116720,LE GRAND MORIN A VILLENEUVE-LA-LIONNE 1,Le Grand Morin,F65-0400,48.782994077,3.444805842,,,Marne,hubeau
03112710,LE SURMELIN A CELLES-LES-CONDE 3,Le Surmelin,F61-0400,49.008928009,3.569816932,,,Aisne,hubeau
03112480,LA MARNE A CHARENTON-LE-PONT 2,La Marne,F---0100,48.816895156,2.41962979,,,Val-de-Marne,hubeau
03109000,LA MARNE A LA FERTE-SOUS-JOUARRE 1,La Marne,F---0100,48.944716518,3.124601326,,,Seine-et-Marne,hubeau
03104450,LA SOMME-SOUDE A CHAINTRIX-BIERGES 1,La Somme-Soude,F6090600,48.910945594,4.098058066,,,Marne,hubeau
03104000,LA MARNE A MATOUGUES 1,La Marne,F---0100,48.996564165,4.241690712,,,Marne,hubeau
03103370,LA COOLE A COOLUS 1,La Coole,F6070600,48.927480156,4.355064194,,,Marne,hubeau
03098000,LA SAULX A VITRY-EN-PERTHOIS 1,La Saulx,F5--0200,48.745672626,4.625819928,,,Marne,hubeau
03096650,LA CHEE A MERLAUT 1,La Chee,F58-0400,48.767567836,4.680473664,,,Marne,hubeau
03095000,LE ROGNON A DOULAINCOURT-SAUCOURT 2,Le Rognon,F51-0400,48.343716392,5.165197501,,,Haute-Marne,hubeau
03091000,LA MARNE A FRIGNICOURT 1,La Marne,F---0100,48.700651184,4.587424586,,,Marne,hubeau
03090470,LA BLAISE A WASSY 3,La Blaise,F53-0400,48.514601866,4.93092796,,,Haute-Marne,hubeau
03088800,LA MARNE A BAYARD-SUR-MARNE 3,La Marne,F---0100,48.548436362,5.074603847,,,Haute-Marne,hubeau
03086100,LA MARNE A RIAUCOURT 1,La Marne,F---0100,48.17852854,5.149853632,,,Haute-Marne,hubeau
03082000,LA SEINE A SURESNES 2,La Seine,----0010,48.866707755,2.229494609,,,Hauts-de-Seine,hubeau
03079850,L'YERRES A CROSNE 2,L'Yerres,F4--0210,48.710829764,2.464530637,,,Essonne,hubeau
03079622,LE RÉVEILLON A VILLECRESNES 2,Le Reveillon,F48-0400,48.720465672,2.543070909,,,Val-de-Marne,hubeau
03078110,L'YERRES A COURTOMER 1,L'Yerres,F4--0210,48.650945945,2.903425451,,,Seine-et-Marne,hubeau
03076000,L'YVETTE A CHEVREUSE 2,L'Yvette,F46-0420,48.705001583,2.03760784,,,Yvelines,hubeau
03071080,L'ORGE A SERMAISE 2,L'Orge,F46-0400,48.538894375,2.079817138,,,Essonne,hubeau
03066000,L'ESSONNE A BUNO-BONNEVAUX 2,L'Essonne,F45-0400,48.360700494,2.383236139,,,Essonne,hubeau
03063000,LA SEINE A ABLON-SUR-SEINE 2,La Seine,----0010,48.71866825,2.41559629,,,Val-de-Marne,hubeau
03059000,LE LUNAIN A NONVILLE 1,Le Lunain,F4380600,48.295411858,2.782063274,,,Seine-et-Marne,hubeau
03057000,L'OUANNE A GY-LES-NONAINS 2,L'Ouanne,F41-0400,47.948210779,2.846448386,,,Loiret,hubeau
03053310,LA CLÉRY A SAINT-LOUP-DE-GONOIS 1,La Clery,F4280600,48.058510049,2.914761935,,,Loiret,hubeau
03051500,LE RU D'ANCOEUIL A MOISENAY 1,L'Almont,F44-0400,48.558880551,2.740991008,,,Seine-et-Marne,hubeau
03048000,LA SEINE A SAINT-FARGEAU-PONTHIERRY 1,La Seine,----0010,48.53751414,2.547862123,,,Seine-et-Marne,hubeau
03047445,L'ÉCOLE A ONCY-SUR-ECOLE 1,L'Ecole,F4480600,48.386994816,2.479444498,,,Essonne,hubeau
03041247,LE RUISSEAU DE TRÉMAGNE A LA LOGE-POMBLIN 1,Ruisseau de Tremagne,F3427000,48.056388146,4.01940767,,,Aube,hubeau
03040250,L'OZE A DARCEY 1,L'Oze,F3350600,47.534646295,4.539739382,,,Côte-d'Or,hubeau
03034720,LE SEREIN A VIEUX-CHATEAU 2,Le Serein,F32-0400,47.466063722,4.128380606,,,Côte-d'Or,hubeau
03034000,LA CURE A ACCOLAY 1,La Cure,F31-0400,47.662709187,3.709177013,,,Yonne,hubeau
03033660,LA CURE A ASQUINS 1,La Cure,F31-0400,47.480934489,3.757096166,,,Yonne,hubeau
03033240,LE CHALAUX A OUROUX-EN-MORVAN 2,Le Chalaux,F3110600,47.195972829,3.974059733,,,Nièvre,hubeau
03033200,LA CURE A MARIGNY-L'EGLISE 1,La Cure,F31-0400,47.354072952,3.963814112,,,Nièvre,hubeau
03029530,LE VRIN A LA FERTE-LOUPIERE 2,Le Vrin,F3531000,47.917421345,3.236211768,,,Yonne,hubeau
03027000,L'YONNE A PREGILBERT 1,L'Yonne,F3--0200,47.642921109,3.663964834,,,Yonne,hubeau
03024245,L'YONNE A CHATEAU-CHINON(CAMPAGNE) 3,L'Yonne,F3--0200,47.028706408,3.969198312,,,Nièvre,hubeau
03023000,LA VOIRE A LASSICOURT 1,La Voire,F12-0400,48.44858172,4.491321431,,,Aube,hubeau
03022445,LA HÉRONNE A DROYES 1,La Heronne,F1230600,48.523317796,4.748026719,,,Haute-Marne,hubeau
03022000,L'AUJON A LONGCHAMP-SUR-AUJON 1,L'Aujon,F11-0400,48.153711826,4.804771329,,,Aube,hubeau
03021000,L'AUBE A BAUDEMENT 1,L'Aube,F1--0200,48.573210154,3.777467513,,,Marne,hubeau
03020650,LA SUPERBE A MARIGNY 1,La Superbe,F15-0400,48.679721648,3.870386547,,,Marne,hubeau
03020145,LA BARBUISE A POUAN-LES-VALLEES 1,La Barbuise,F1510600,48.536754222,4.063831315,,,Aube,hubeau
03015000,L'AUBE A VILLE-SOUS-LA-FERTE 1,L'Aube,F1--0200,48.144052112,4.795471206,,,Aube,hubeau
03014130,L'AUBE A AUBERIVE 3,L'Aube,F1--0200,47.777652066,5.080423025,,,Haute-Marne,hubeau
03013660,L'AUXENCE A VIMPELLES 2,L'Auxence,F24-0400,48.44091953,3.173379985,,,Seine-et-Marne,hubeau
03012100,LA SEINE A COURCEROY 1,La Seine,----0010,48.468501936,3.416207672,,,Aube,hubeau
03011840,L'ARDUSSON A FERREUX-QUINCEY 2,L'Ardusson,F2040600,48.466128586,3.588113314,,,Aube,hubeau
03008505,LA BARSE A MONTREUIL-SUR-BARSE 1,La Barse,F08-0400,48.227130457,4.29717781,,,Aube,hubeau
03006590,L'OURCE A AUTRICOURT 1,L'Ource,F04-0400,47.998739168,4.614805484,,,Côte-d'Or,hubeau
03006271,LA GROÈME A TERREFONDREE 1,La Groeme,F0406000,47.728986262,4.864757501,,,Côte-d'Or,hubeau
03004280,LA SARCE A JULLY-SUR-SARCE 3,La Sarce,F0520600,48.10773108,4.309863256,,,Aube,hubeau
03002100,LA SEINE A CHARREY-SUR-SEINE 1,La Seine,----0010,47.9428806,4.507566066,,,Côte-d'Or,hubeau
03001000,LA SEINE A NOD-SUR-SEINE 1,La Seine,----0010,47.764194461,4.570985849,,,Côte-d'Or,hubeau
02124000,LA MEUSE A GIVET,La Meuse,B---0000,50.16912003,4.824971715,,,Ardennes,hubeau
02123500,LA HOUILLE A FROMELENNES,La Houille,B73-0200,50.118891293,4.854740849,,,Ardennes,hubeau
02122800,LE VIROIN A VIREUX-MOLHAIN,L'Eau Noire,B71-0200,50.09161453,4.711540348,,,Ardennes,hubeau
02122200,L'ALYSE A FUMAY,Ruisseau d'Alyse,B7050480,49.996662832,4.684556241,,,Ardennes,hubeau
02120000,LA SEMOIS A HAULME,La Semoy,B6--0100,49.86290878,4.786690187,,,Ardennes,hubeau
02118300,LA SORMONNE A GIRONDELLE,La Sormonne,B55-0200,49.848804694,4.398542743,,,Ardennes,hubeau
02117575,LA BAR A SAUVILLE,La Bar,B51-0200,49.554794785,4.823129486,,,Ardennes,hubeau
02116600,LA GIVONNE A DAIGNY,Ruisseau de la Givonne,B5000300,49.687924918,4.987839523,,,Ardennes,hubeau
02116000,LA CHIERS A CARIGNAN,La Chiers,B4--0100,49.652063934,5.133509709,,,Ardennes,hubeau
02115950,LA MARCHE A SAPOGNE-SUR-MARCHE,Ruisseau la Marche,B4620300,49.614466776,5.319155201,,,Ardennes,hubeau
02115790,L'OTHAIN A HOUDELAUCOURT,L'Othain,B43-0200,49.31675583,5.68091884,,,Meuse,hubeau
02115775,LE TON A ECOUVIEZ,Le Thon,B4230430,49.525586126,5.460133329,,,Meuse,hubeau
02115762,LE DORLON A CHARENCY-VEZIN,Ruisseau le Dorlon,B4210300,49.489747565,5.519968119,,,Meurthe-et-Moselle,hubeau
02115685,LE RUISSEAU DE NANHEUL A PIERREPONT,Ruisseau de Nanheul,B4120350,49.410750661,5.718023407,,,Meurthe-et-Moselle,hubeau
02115675,LA PIENNE A MERCY-LE-BAS,Ruisseau la Pienne,B4110300,49.380672206,5.746426443,,,Meurthe-et-Moselle,hubeau
02115625,LA MOULAINE A HAUCOURT-MOULAINE,Ruisseau la Moulaine,B4010300,49.510409864,5.815064819,,,Meurthe-et-Moselle,hubeau
02115000,LA MEUSE A REMILLY,La Meuse,B---0000,49.652728396,5.001385343,,,Ardennes,hubeau
02113000,LA MEUSE A SASSEY-SUR-MEUSE,La Meuse,B---0000,49.413341522,5.190955197,,,Meuse,hubeau
02109000,LA MEUSE A SAINT-MIHIEL,La Meuse,B---0000,48.870259669,5.541004992,,,Meuse,hubeau
02107900,LA MEHOLLE A VOID-VACON,Ruisseau la Meholle,B2110300,48.664467745,5.611106269,,,Meuse,hubeau
02106900,LE VAIR A SOULOSSE,Le Vair,B12-0200,48.402459219,5.733357876,,,Vosges,hubeau
02106500,LA MEUSE A BASSONCOURT,La Meuse,B---0000,48.068172372,5.543803548,,,Haute-Marne,hubeau
02106430,LE REMEL A NEUNKIRCHEN-LES-BOUZONVILLE,Ruisseau Remel,A9950300,49.341823414,6.567122583,,,Moselle,hubeau
02106410,LA NIED A GUERSTLING,La Nied,A9--0120,49.329464727,6.5757813,,,Moselle,hubeau
02100600,LA HORN A LIEDERSCHIEDT,La Horn,A93-0210,49.127250091,7.472256873,,,Moselle,hubeau
02096950,L'ALBE A INSMING,L'Albe,A91-0200,48.96434045,6.877591998,,,Moselle,hubeau
02096900,LA SARRE A KESKASTEL,La Sarre,A9--0100,48.969734853,7.038916586,,,Bas-Rhin,hubeau
02094970,LA SARRE BLANCHE A TURQUESTEIN-BLANCRUPT,La Sarre,A9--0100,48.547907304,7.126951892,,,Moselle,hubeau
02094930,LE RUISSEAU DES QUATRE MOULINS A VOLMERANGE,Ruisseau de Volmerange,A8920300,49.454521214,6.07835261,,,Moselle,hubeau
02094920,LE RUISSEAU D'APACH A APACH,Ruisseau d'Apach,A8880300,49.458635627,6.387451863,,,Moselle,hubeau
02094900,LA MOSELLE A SIERCK,La Moselle,A---0060,49.449069134,6.346834842,,,Moselle,hubeau
02094800,LE RUISSEAU D'ALTBACH A BEYREN-LES-SIERCK,Ruisseau l'Altbach,A8850300,49.470400972,6.305804538,,,Moselle,hubeau
02094700,LE RUISSEAU D'OUDRENNE A KOENIGSMACKER,Ruisseau d'Oudrenne,A8830300,49.39839347,6.310555861,,,Moselle,hubeau
02089000,L'ORNE A ROSSELANGE,L'Orne,A8--0100,49.253895576,6.065819408,,,Moselle,hubeau
02085325,L'ORNE A GUSSAINVILLE,L'Orne,A8--0100,49.171827715,5.681327109,,,Meuse,hubeau
02082350,LA SEILLE A CHEMINOT,La Seille,A7--0100,48.94101026,6.1243344,,,Moselle,hubeau
02081100,LA PETITE SEILLE A HABOUDANGE,La Petite Seille,A76-0200,48.878847869,6.595833998,,,Moselle,hubeau
02081000,LA SEILLE A MULCEY,La Seille,A7--0100,48.796381528,6.669594017,,,Moselle,hubeau
02076800,LA MOSELLE A VANDIERES,La Moselle,A---0060,48.954805707,6.050661886,,,Meurthe-et-Moselle,hubeau
02072700,LA MEURTHE A TOMBLAINE,La Meurthe,A6--0100,48.688956868,6.206745262,,,Meurthe-et-Moselle,hubeau
02070750,LE SANON A HENAMENIL,Le Sanon,A68-0200,48.673289973,6.559461298,,,Meurthe-et-Moselle,hubeau
02068800,LA MORTAGNE A SAINT-MAURICE-SUR-MORTAGNE,La Mortagne,A6--0120,48.397292028,6.584580376,,,Vosges,hubeau
02067800,LA VEZOUZE A THIEBAUMENIL,La Vezouze,A6--0110,48.579500223,6.628375786,,,Meurthe-et-Moselle,hubeau
02067150,LA MEURTHE A SAINT-CLEMENT,La Meurthe,A6--0100,48.523718968,6.598309565,,,Meurthe-et-Moselle,hubeau
02065280,LA PLAINE A CELLES-SUR-PLAINE (LA SOYE),La Plaine,A62-0200,48.465563862,6.957757551,,,Vosges,hubeau
02065090,LA PLAINE A RAON-SUR-PLAINE,La Plaine,A62-0200,48.512306652,7.10176496,,,Vosges,hubeau
02057600,LE BRENON A AUTREY,Le Brenon,A54-0200,48.528747106,6.139675619,,,Meurthe-et-Moselle,hubeau
02057250,LE MADON A MATTAINCOURT,Le Madon,A5--0100,48.277511562,6.135465782,,,Vosges,hubeau
02056200,LA MOSELLE A TONNOY,La Moselle,A---0060,48.550464672,6.246151001,,,Meurthe-et-Moselle,hubeau
02051600,LE NEUNE A LAVELINE-DEVANT-BRUYERE,Ruisseau le Neune,A4330300,48.185082307,6.760979762,,,Vosges,hubeau
02049900,LA CLEURIE A CLEURIE,Ruisseau de la Cleurie,A4170300,48.057897126,6.703357475,,,Vosges,hubeau
02047500,LA LAUTER A WEILER,La Lauter,A38-0200,49.043169209,7.902768393,,,Bas-Rhin,hubeau
02046000,LA SAUER A BEINHEIM,La Sauer,A3--0110,48.865722331,8.085855425,,,Bas-Rhin,hubeau
02045350,L'EBERBACH A WALBOURG,Ruisseau l'Eberbach,A36-0210,48.884088644,7.776456295,,,Bas-Rhin,hubeau
02045150,LA SAUER A LEMBACH,La Sauer,A3--0110,49.044333724,7.757042996,,,Bas-Rhin,hubeau
02045000,LA MODER A DRUSENHEIM,La Moder,A3--0100,48.761339397,7.951421013,,,Bas-Rhin,hubeau
02043600,LA ZORN A STEINBOURG,La Zorn,A34-0200,48.764390816,7.420964499,,,Bas-Rhin,hubeau
02041650,LA ZINSEL DU NORD A ZINSWILLER,La Zinsel du Nord,A32-0200,48.918549382,7.592574514,,,Bas-Rhin,hubeau
02038000,L'ILL A LA WANTZENAU,L'Ill,A---0030,48.654604083,7.830923029,,,Bas-Rhin,hubeau
02037400,LA SOUFFEL A MUNDOLSHEIM (AMONT),La Souffel,A29-0200,48.643531828,7.704429601,,,Bas-Rhin,hubeau
02032000,LA BRUCHE A GRESSWILLER,La Bruche,A2--0110,48.535256694,7.436695059,,,Bas-Rhin,hubeau
02030200,L'EHN A MEISTRATZHEIM,Ruisseau l'Ehn,A26-0200,48.457250958,7.552835384,,,Bas-Rhin,hubeau
02028300,LA SCHERNETZ A EPFIG,Ruisseau Schernetz,A2550630,48.33856618,7.460148313,,,Bas-Rhin,hubeau
02028000,L'ANDLAU A ANDLAU,L'Andlau,A25-0200,48.39485593,7.402673795,,,Bas-Rhin,hubeau
02025500,L'ILL A HUTTENHEIM,L'Ill,A---0030,48.355282227,7.580241699,,,Bas-Rhin,hubeau
02022650,LE RIEDBRUNNEN A COLMAR (LINDEN MATTEN),Ruisseau le Riedbrunnen,A2220660,48.16154155,7.448526671,,,Haut-Rhin,hubeau
